classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
NFP,0.3,0.46,0.16,197.6003256,15.64237878,212.1796426,205.2631348,-7.984662721,8.200575357,-22.84562612,1.973321968,0.28,0.21,-0.113626427,4.74E-05,0.175566893,0.049894253,584.3068225,119.3740505,115.5226298,89.41797076,32.40844847,9.215651679,-3.250742167,-4.368409237,-12.16005135,1.844246589,-11.53114075,-15.5662152,-30.9992084,13.21429251,15.41044339,10.47873164,7.012911819,4.931665166,4.113530682,4.659084105,3.734406793,2.679736301,2.860874825,3.551935393,1.723622909,2.427520928,36.07928015
NFP,0.67,0.85,0.18,180.3737877,25.52306949,202.6619752,196.5536225,58.05454404,4.049969495,223.0330907,2.537319957,0.21,0.32,-0.048778289,4.03E-05,0.195566893,0.054413851,677.2302446,200.4387348,100.353586,18.39135435,-5.659626666,-17.16927264,-29.24142789,-1.145656072,12.43868272,12.60873486,-14.46696631,-5.573497969,-5.601530108,16.02312072,9.303745606,10.70492103,6.796264116,6.573443373,5.434194875,3.370167031,4.350788742,4.295741189,2.565496563,2.208270185,1.862776465,2.501362281,54.95053422
NFP,1.37,1.87,0.5,169.2282265,46.93123819,214.8455999,100.8861907,-169.9576625,1316.447053,-182.7780147,4.699122597,0.18,0,0.054802076,0.000521213,0.508900227,0.150358757,698.363909,206.4067954,109.1316277,69.80039841,22.51413746,-22.39849618,-28.68644465,-18.4497289,-33.15482365,-14.68478063,-8.70808172,-6.764523254,-13.99847632,13.32031613,5.921873678,6.210457088,5.090890108,2.961594061,2.129986513,3.446777839,2.769456131,2.402610868,1.872045455,1.425417331,1.697832775,1.376179393,94.29756008
NFP,2.12,2.3,0.18,258.105489,33.65178045,299.4649786,283.0704619,83.835998,66.75377583,340.1214276,6.291880497,0.18,0.5,-0.023480107,2.06E-05,0.195566893,0.053587043,564.9834621,156.2523408,123.6800669,46.83441723,-3.230663819,-35.64624839,-49.05412538,-27.10374945,-29.9116495,-38.23752881,-41.29786732,-27.0393164,-24.95456049,9.072045229,6.476056154,5.455192101,3.485550844,5.215509485,3.335094088,4.821497475,4.188571402,3.283365659,2.660306348,2.686394506,2.424617939,2.284719278,44.42564809
NFP,2.8,3.04,0.24,199.1504322,23.48069139,242.3692311,184.7169327,227.2305666,87.14857195,267.9171404,4.349786902,0.5,1.86,-0.127008432,4.30E-05,0.253344671,0.073196804,567.831598,152.5603238,129.3531819,90.80196262,64.59101544,27.66838654,-3.899622917,-6.426723825,-6.81031083,2.290614633,-17.52391122,-28.41901362,-35.93142451,13.22620154,7.155713244,2.204623155,1.637684784,1.432162391,2.047491323,2.108723029,1.915185086,2.03235272,2.808977455,2.684566551,1.594414654,1.675939578,40.94254149
NFP,4.9,5.03,0.13,180.7464451,19.08083029,204.0444016,188.9468089,-134.0899876,20.02991571,-95.68864731,3.972981263,1.86,0.32,-0.653958126,0.000465518,0.146678005,0.055661086,894.6772517,241.4729828,23.49541216,54.18090142,60.04065097,21.64753762,-31.7524071,-51.09048439,-40.12862177,-13.63365701,-6.42161098,-2.42502729,-20.14577295,22.22387906,12.4122866,9.770788798,8.906286653,7.079156803,5.677516051,8.88438217,6.495997307,4.749884657,1.98862485,4.687314675,4.366167341,2.43927777,87.00601202
FP,5.35,5.85,0.5,203.7436674,13.37628764,209.9629972,192.1469523,41.73754239,8.353715621,42.44099799,0.677517377,0.32,0,-0.475587074,0.000620374,0.508900227,0.201814487,929.1519065,300.1822209,46.81892257,8.88129477,17.67954965,-9.491607478,-38.15652001,-35.61731919,-41.0231732,-25.93661844,-10.07866231,-3.863266949,-12.49957352,11.91840786,4.092436467,4.410751505,3.392671683,2.449290924,2.385602537,2.528997957,2.990094595,1.166868779,2.659324242,1.995321724,2.112478838,1.208485463,33.7759109
NFP,6.63,7.13,0.5,222.4250445,13.77274437,237.1287967,201.2806998,36.82022757,103.2296223,22.95532923,2.341295733,0.72,0,-0.223681212,0.132200286,1.395395429,0.38755949,994.295494,304.859378,57.64375312,8.783056443,-59.52571389,-39.87235489,-28.06757283,-39.24887678,-45.21972308,-28.72868109,-26.79650828,-15.33422991,-18.72252974,11.05401322,7.579457784,4.569104207,5.885394679,4.807816548,2.188635109,3.022252999,4.270117931,3.812126985,2.336958709,2.174008467,2.268706484,1.819339767,60.54763119
NFP,6.73,7.23,0.5,221.6035179,14.00479864,237.1287967,200.0424849,-49.45015499,80.61710183,-69.23782538,1.770396523,0,0,-1.578560702,0.069408486,1.369678517,0.392560652,981.7158234,302.5079966,68.93056573,19.11424501,-54.27498479,-31.77293456,-23.00888502,-48.06989396,-54.27559598,-27.70695767,-23.759275,-17.07534455,-16.95106911,12.12348421,7.436862963,5.882102223,6.418857704,5.485001403,2.794556939,3.055611966,3.806618057,2.658231178,2.332987633,2.082971302,2.360128797,1.873967281,66.09991688
NFP,6.83,7.33,0.5,216.4815717,17.52721905,237.1287967,197.1553826,-103.1274295,36.28998824,-68.85144971,2.032404231,0,0,-2.227762324,0.045869407,1.427013808,0.332598796,913.4760687,260.410371,72.48019948,39.13351597,-27.78317943,-17.4694221,-15.93144723,-34.99827325,-47.24367033,-21.11544377,-20.84908571,-24.54094558,-19.28138265,15.91426753,10.14747063,7.069754601,6.87682,7.359773954,4.53956415,3.013731829,3.551874522,2.593474564,2.348922635,2.525922314,1.961781955,1.884349645,132.6645453
