classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
NFP,1.86,2.36,0.5,189.4743075,10.25937847,202.5052009,171.5052961,-39.46103971,43.20648904,-102.0079555,2.475719595,1.84,0,-0.060272692,0.000215376,0.508900227,0.143468093,615.4484641,185.4016256,126.588547,52.69549628,25.81327031,19.63925745,-1.850881132,-1.932926771,1.651713143,3.630505141,-8.395671243,-1.061777227,-15.04616945,8.625529347,3.62373571,2.320394197,2.737497112,2.50885208,2.284872822,2.71608932,2.183171628,1.875705672,1.987900552,1.783404491,1.692262737,1.346203123,43.68104625
NFP,1.96,2.46,0.5,183.6008395,13.62447761,201.0552844,162.7529215,-62.95117906,54.55281301,-47.00158691,2.701434633,0,0,-0.036579239,0.000100275,0.508900227,0.139827964,571.707638,170.0376365,129.3496862,57.90616543,30.51645117,25.31920832,9.48169113,6.617188157,-0.070481809,-2.419685491,-10.69185152,-0.213975618,-12.77650698,3.55070073,2.322348314,2.208312607,2.12961982,2.062029042,2.09973826,2.213999143,1.668977599,1.785328678,1.459577483,1.635691163,1.560185404,1.229819085,41.24850005
NFP,2.06,2.56,0.5,189.2331059,23.6272645,204.3805226,162.7529215,-52.65519468,127.7486644,37.4210671,3.072106539,0,0,-0.032662361,6.61E-05,0.508900227,0.138246783,558.8398767,162.6553492,124.5746411,54.15866419,28.60193556,22.52811098,7.741709747,7.288823425,-0.130844208,-3.443712576,-11.22996701,-1.640056213,-14.38417533,3.35041531,2.160416378,2.190301913,2.393206476,2.191148046,2.107794681,2.066648606,1.621257856,1.737985202,1.456108601,1.658672549,1.633813242,1.321704294,39.37856883
NFP,6.25,6.75,0.5,200.1795599,8.177901675,210.9758968,189.8994135,-21.36167408,33.47806325,-30.24661426,1.576640364,0,0,-0.047208856,0.000412206,0.508900227,0.14930993,712.4471402,214.2255574,111.1273591,51.32607236,2.881025579,-20.59286289,-19.86103799,-15.79985272,-18.11180809,-15.64259208,-8.43705403,12.06717012,-10.81021069,13.04920248,4.985087614,5.540600254,4.949638849,3.119787288,2.319983215,1.536402597,2.449564528,2.146167156,1.972571609,1.912104626,2.109890526,1.290181823,72.97843749
NFP,6.35,6.85,0.5,197.9140345,9.96456935,210.9758968,188.2141373,-52.95103074,13.95570172,-33.34989012,1.379392309,0,0,-0.024866918,0.000313535,0.508900227,0.146820881,681.4454991,201.7682224,119.5519502,62.12575644,8.369129763,-17.10936409,-16.30126082,-13.20133078,-14.64442115,-11.86029813,-9.621869077,9.826702943,-10.58524358,13.7100415,4.998428018,5.595814281,5.1589846,3.635172056,2.514803874,1.460917448,2.350480713,2.036138136,1.828965365,1.778698082,1.846461737,1.355537751,41.51013827
NFP,6.45,6.95,0.5,193.9502385,9.819588003,209.3604641,188.2141373,-47.35837298,15.85120988,-48.25777527,1.29482997,0,0,-0.009428983,0.000264658,0.508900227,0.144742466,648.5249418,189.1701359,127.2864494,72.23112241,19.71391231,-5.829062389,-18.53518556,-28.01210301,-20.10197877,-4.379588563,-4.020607093,15.97621499,-2.751919896,11.01912785,4.241536193,4.732600366,4.337429289,3.480766982,2.18207748,1.492877346,2.178165377,1.884601245,1.147836379,1.889863009,2.038615935,1.635796401,38.56641479
FP,6.55,7.05,0.5,189.5805981,7.278420381,200.0059166,188.2141373,-16.53447504,4.235187419,-24.2739269,0.675752364,0,0,-0.01448044,0.000260174,0.508900227,0.143679437,618.3858814,177.7201078,136.0154148,86.1954396,34.41732949,2.162022092,-19.4510077,-34.02252127,-25.84498118,1.208652567,5.857624339,23.12368768,1.93600435,6.954671184,3.05383627,3.52258707,1.992565244,2.143198584,1.657441364,1.548818771,2.076703229,1.49582037,1.174947917,1.411408222,1.935703868,1.499580097,29.82676887
FP,6.65,7.15,0.5,186.3013122,4.370704113,190.8154442,187.9182993,-4.931659909,0.444089279,-11.46203375,0.346599159,0,0,-0.066347747,0.000113338,0.508900227,0.143553593,619.6203795,180.91084,132.8752985,80.86004356,41.50610568,12.39923021,-16.28840953,-35.01001307,-26.75776183,2.471572754,11.19057593,28.70337705,4.464628406,5.270948472,2.00053928,3.277320132,2.03645235,1.372154695,1.734891927,1.623937698,1.778579742,1.143471309,1.136054631,1.09038042,1.582821725,1.233367712,31.88434675
FP,6.75,7.25,0.5,185.7814435,3.954463165,190.5060664,187.9182993,-1.393437536,0.67554029,-7.601828461,0.343359396,0,0,-0.043451069,6.67E-06,0.508900227,0.140104789,605.2780984,168.9885892,120.5820387,74.72940367,44.53989792,20.67564248,-10.81961606,-32.2664588,-25.95911885,1.028841455,8.695210188,27.12628351,7.084129492,6.378655403,2.543492825,2.290438177,1.730996807,1.419530667,1.707284869,1.76440615,1.982244787,1.173384024,1.238988253,1.293519655,1.677613065,1.120029362,24.5544674
FP,6.85,7.35,0.5,189.0021292,8.854137893,190.840932,187.9182993,0.990240465,1.156288773,7.345874668,0.347896294,0,0,-0.052146176,2.88E-06,0.508900227,0.137841015,581.2937324,151.225562,110.0543175,67.54855974,43.34864665,23.94822089,-7.772457715,-29.4748206,-26.87782142,-1.555425392,5.959903658,24.48037846,5.230673306,8.919629251,4.415973974,1.33554097,1.217508177,1.375093624,1.768704021,1.920582245,2.215575858,1.131912769,1.440678403,1.614045285,1.865387405,1.261684393,27.95236768
NFP,8.35,8.69,0.34,185.517061,6.510741236,192.7564556,185.8099593,-17.29881023,1.152650711,-32.98436534,0.721906842,0.11,0.17,-0.086016655,2.90E-05,0.351122449,0.09770386,615.5587056,169.2842186,121.683079,73.92471612,37.31848616,16.53022236,-16.13446717,-36.35949452,-31.23057648,-1.603356201,0.540785012,5.22746859,-1.348704225,14.39818193,6.200960729,5.854590568,4.122826082,3.028036182,2.874374825,2.825929507,3.682351568,2.37140545,2.452794171,2.055481863,1.748665197,1.856420332,74.25855065
NFP,8.86,9.36,0.5,185.8956421,7.916739363,196.7455781,177.6797462,-4.981483826,22.92125047,-38.36822856,1.932084657,0.17,0,-0.025153324,9.32E-05,0.508900227,0.13869858,598.7309054,159.6652255,105.6314607,47.65289888,14.85837015,9.667839024,2.611034369,-4.347446902,-13.87045856,-9.358594463,-6.554968566,9.305688045,-4.277571441,11.45488511,6.00377069,4.860886182,4.431701009,3.890339404,2.827202657,2.332049976,2.32240531,1.903505974,1.352646793,1.927481655,1.756450062,1.297657754,55.89313282
NFP,8.96,9.46,0.5,187.0767892,8.459064825,198.6318338,177.6797462,2.220704696,29.6902167,-72.45950916,2.031224915,0,0,-0.01247375,0.000102709,0.508900227,0.138649394,623.9912374,175.7666601,102.6259146,29.27010936,-7.434395066,-7.434865231,-2.269258278,-1.122021132,-8.869037962,-6.399994458,-5.231777327,10.15120223,-5.100057025,11.67677512,6.873737646,4.636642707,4.30606128,4.234100103,3.504889496,2.671349521,2.282695282,2.08072205,1.525641373,1.747211718,1.690624553,1.245312398,95.59009667
NFP,10.16,10.66,0.5,189.8600159,5.107543389,195.8807248,190.7408582,-2.626556379,2.744489859,-23.30742077,0.933236689,0.58,0,0.034267082,0.000744153,0.508900227,0.150633761,699.0097814,225.2690363,113.3138881,14.0995045,-15.36830186,-11.53007565,-16.27867421,-10.46754358,0.197955591,7.316389042,-4.745602471,2.334298693,-11.26760426,13.91380164,7.767455959,5.656094297,4.928709852,3.418995849,2.589265929,1.788842167,2.059031322,1.877417574,1.445197916,1.462437446,1.629457698,1.375563133,86.61781385
NFP,10.66,11.16,0.5,174.9287709,41.083206,200.6317545,97.13226775,-237.3477471,584.7321036,-21.42530529,3.144949602,0,0,-0.091327595,0.000229889,0.508900227,0.144902168,675.7528618,203.0096038,95.0456823,23.08901542,17.38104256,14.16966794,-21.25356727,-39.18945929,-15.4522828,17.84552435,15.64193577,18.09363726,-13.68492094,10.75748613,7.240679046,3.953225938,2.300344479,2.127163299,1.91936509,2.864374993,3.097175141,1.315783269,2.606091121,2.032687856,1.473794863,1.557308741,28.03600661
NFP,11.39,11.89,0.5,187.4536493,5.88061735,193.0212435,185.7705018,-0.091478297,4.244720363,-21.36528638,0.843953818,0.16,0,-0.003616297,6.51E-05,0.508900227,0.13797112,596.6527447,164.64963,119.0634679,60.71610242,21.50097655,4.795821093,-19.82525246,-28.59955728,-21.31309871,1.814307045,2.028855408,14.74378001,-3.497523215,7.588847612,5.868130042,3.006405033,2.57344801,2.809471316,2.52163789,2.093867162,3.038153952,2.461381715,1.799599723,1.902630219,1.864636644,1.372260844,52.65450976
NFP,11.49,11.99,0.5,185.5269552,5.749273982,191.4486308,185.7705018,4.286908368,2.761319831,-19.87464561,0.686149771,0,0,-0.033728356,5.14E-05,0.508900227,0.137744453,585.3181347,143.1766264,112.1105295,59.56025893,13.17286691,11.0866329,-19.12801367,-25.48568995,-18.29354466,2.831309459,5.980077481,15.74529422,0.522867858,8.402675569,9.013208361,3.594291876,2.540602306,3.125059177,2.747088873,2.154934362,3.187311572,2.463807716,1.728217421,1.597840784,1.650485149,1.190680951,54.19508073
NFP,11.59,12.09,0.5,187.1538048,6.340569912,194.2790351,185.7705018,9.683767474,3.911282912,-11.51876254,1.037427485,0,0,-0.021514166,6.09E-05,0.508900227,0.137415097,571.2009945,138.0013058,118.8524898,66.18119625,15.22215142,10.47661401,-22.94873347,-24.76317746,-18.25951615,1.380498752,4.234834766,11.26453094,-2.20529852,7.774174954,8.750811026,4.133490895,2.326386132,3.039598416,2.703251394,2.270663244,3.190933318,2.504718042,1.615300793,1.578366252,1.789149834,1.432816096,52.04281462
NFP,12.38,12.73,0.35,188.8494535,6.849340965,197.7751225,187.7412599,-28.58117625,3.969794008,-36.85099351,1.276370966,0.19,0.17,-0.078151563,6.24E-05,0.36223356,0.098368406,594.9859909,156.0990849,101.8670899,55.18902454,34.46970301,13.61260152,-21.01239622,-38.40123496,-32.00948631,-7.858224068,1.390926571,14.48138204,-2.380408513,12.94314442,8.263535948,2.398935475,2.880739269,2.851779679,2.625299318,3.124164203,3.140603419,1.788113885,1.515552943,1.907116868,2.41194856,1.562245648,78.94039133
NFP,12.9,13.4,0.5,191.5620347,6.990431326,199.6839282,182.2758534,-23.67975949,15.42169306,-43.86010527,1.156188144,0.17,0,-0.056696776,4.60E-05,0.508900227,0.1396893,577.6673391,160.9752752,133.8327689,83.25001526,44.25274808,7.926602366,-30.86464453,-37.74970041,-26.39593144,-8.805881251,-8.599982989,3.20632908,-8.291686498,8.281347922,4.595825161,3.431904421,2.300896896,2.471372925,1.766575672,2.393199665,2.79839375,1.521879036,1.533748511,2.442164164,1.989824074,1.418252577,48.87635467
NFP,13,13.5,0.5,190.1593586,7.186510743,199.6839282,182.2758534,-15.56792425,19.0047384,-52.86826146,1.268992715,0,0,-0.041903071,3.11E-05,0.508900227,0.136644057,536.6977451,131.9199772,120.7049075,80.61910495,41.46516654,7.260468882,-21.70146133,-22.11307554,-21.98021663,-14.25539023,-17.05556552,-3.344713985,-8.392952534,8.488810429,4.985815006,6.095473793,2.626379774,2.588965667,2.183286852,2.149733719,2.420768186,1.374653951,1.261743598,2.034087571,1.905323082,1.56037336,53.02831286
NFP,13.1,13.6,0.5,188.3902868,7.599774291,196.9018126,182.2758534,-2.581215326,17.59556136,-78.8874416,1.444338045,0,0,-0.017755172,3.65E-05,0.508900227,0.135173957,532.4559735,113.10191,100.8865775,79.2578778,42.28497548,3.052903626,-22.58864213,-19.65650362,-20.54200645,-16.27689963,-22.75436914,-9.260919595,-6.819802184,8.889565076,5.723622287,7.603765504,2.815104892,2.697886183,2.637759904,2.171781474,2.403886243,1.515532396,1.35124262,1.435459645,1.259094496,1.679978856,54.93322415
NFP,13.2,13.7,0.5,186.866048,8.564522137,195.0638586,182.2758534,1.737256798,21.25053887,-98.92280082,2.068017852,0,0,0.022537826,0.000112195,0.508900227,0.135340853,536.4789617,108.4493972,95.93080211,73.13961193,35.00702796,1.831895311,-24.21278992,-22.95438006,-21.64410267,-15.95291248,-19.25982671,-7.728640554,-5.549484674,10.22899521,5.848753858,7.672808747,2.763606487,2.277989223,2.683065168,2.137113883,2.596281969,1.53745449,1.412754322,1.476735215,1.25747873,1.69237997,103.9281878
NFP,13.3,13.8,0.5,186.9492417,8.380217512,194.8170804,183.4097945,-20.43373764,8.617077878,-76.9447761,1.713726806,0,0,0.023836756,0.000148974,0.508900227,0.136194543,554.8980644,115.062319,96.60529826,75.5932678,35.50096699,2.505715184,-28.77596462,-26.51844606,-22.42521728,-13.63180388,-15.75765578,-6.402970153,-5.070826838,10.94910137,6.065690675,7.656665333,3.026376146,2.32619316,2.792280458,2.118797257,2.720756214,1.544151061,1.593281744,1.53716,1.274752311,1.634173223,107.6227195
NFP,13.4,13.9,0.5,184.3106326,8.184725913,193.1516228,180.0116074,-18.64339031,8.662266615,-48.34338138,1.93420779,0,0,0.007844885,0.000163886,0.508900227,0.135158288,524.4334742,94.14922871,87.63539771,75.11292002,38.96191108,8.27808104,-20.05242639,-21.68964853,-22.46812585,-11.58775254,-12.39791765,-5.278223255,-5.220383299,12.21887764,5.814390195,7.139981369,2.83937534,2.101305878,2.657051564,2.436344594,2.908372938,1.5828856,1.600728607,1.468624503,1.33812294,1.393345066,81.41497007
NFP,13.5,14,0.5,182.3728677,8.443137917,191.0778234,178.3863005,-18.67155051,9.740231125,-52.48928761,1.958746859,0,0,0.021877085,0.000189597,0.508900227,0.137301562,541.9439978,117.8042424,109.7286064,76.03023786,32.78813897,6.22466021,-24.17823623,-27.65849514,-21.50177972,-12.86110309,-13.15745728,-2.081012777,-1.650562034,10.969666,6.779262682,6.176708402,2.770353377,2.726289561,2.546390934,2.410838482,2.40682282,1.404053111,1.69177345,1.51924968,1.293060033,1.401420071,66.37486
NFP,13.6,14.1,0.5,184.3466479,11.1534276,192.3854018,178.3863005,-11.53736411,15.11026155,0.133739777,2.064019969,0,0,0.011747146,0.000197234,0.508900227,0.138421705,558.7793976,139.2900798,125.7869607,73.16244664,23.12470668,2.034945086,-28.82602268,-30.47884006,-19.79794744,-12.14641008,-14.30875338,-1.637383366,0.180667963,11.11712007,6.515330699,4.286665687,2.818623094,3.039512732,2.813902773,2.662229266,2.299257195,1.418901127,1.581206403,1.445697361,1.216329218,1.444352922,36.53922412
NFP,15.19,15.69,0.5,191.9153483,7.430328692,201.6698391,185.9606584,-13.20641913,25.75950683,-31.51573641,1.380047423,0.69,0,-0.097495481,0.001351005,0.508900227,0.153336875,692.0140978,219.6692224,124.5890538,45.06947144,10.96548471,-4.976785129,-26.16953539,-23.20479359,-21.17081589,-10.38211507,-4.457380953,3.68730796,-8.588529785,9.624999813,5.554394445,2.354825541,3.78155492,4.354878601,2.840594551,3.089453117,4.167052522,3.535568045,1.824705575,1.903151805,2.050278199,1.632905441,85.87744708
NFP,16.14,16.36,0.22,181.8991121,9.830673432,194.0334669,184.7962839,-54.34247328,3.710553317,-69.96093274,0.898607724,0.11,0.27,-0.039089873,1.66E-06,0.233344671,0.06165912,551.9644122,160.9120042,113.9687532,16.64535287,-19.00211062,-6.784649764,3.478719889,19.64805261,13.73833617,5.688369859,-12.01023595,-15.52318406,-23.64442087,11.29762482,9.438666104,4.321156896,1.931936878,3.936796755,3.947360576,2.945350906,1.954182693,1.755569972,1.864052891,2.524770268,1.96363594,1.433348102,36.81855117
NFP,16.63,17.13,0.5,186.8275771,5.922819599,195.9469966,183.8658719,26.3980706,3.1732985,21.08635364,0.757493235,0.27,0,-0.008097672,3.84E-05,0.508900227,0.135758308,590.8680035,177.8544802,118.3128687,30.66425949,0.820109981,-4.700467268,-13.51996696,-11.94765493,-12.66105451,-5.528025398,-3.468231606,10.07623825,1.86284682,6.988302106,4.426662343,2.064976168,1.827407885,3.079450362,2.584232147,2.026527257,3.253918774,2.86286982,1.362810382,1.079308114,1.594634397,1.452606482,40.21395498
NFP,18.06,18.37,0.31,190.1697158,7.652340634,199.8314742,190.3099129,-3.977493312,7.565933432,-13.01775558,1.059283716,0.92,0.18,-0.07002905,3.25E-05,0.32223356,0.087646016,580.4502025,170.7043579,120.122388,40.5006537,9.596003864,-6.75840762,-27.3993999,-19.14668255,-10.25378931,-3.174167237,-15.56277091,-2.817674578,-1.43355042,13.34371588,9.64313887,4.162713759,2.12336615,4.031921552,4.667200437,3.38901267,2.883700104,3.110664497,2.353683099,1.72021733,2.252042971,1.870174744,47.26146745
NFP,18.55,19.05,0.5,185.7695056,5.854765607,193.6596475,185.6528767,-1.277403382,5.364798715,-66.52101364,1.679531382,0.18,0,-0.102833737,0.000562876,0.508900227,0.140971462,673.6631236,152.1980944,65.47544987,37.81714598,19.58273935,21.80316368,-27.84986538,-51.1132612,-35.29732254,-2.864728069,3.495363633,14.30994088,2.209517278,13.99539609,9.823327154,3.465854961,3.82414696,3.140197265,1.688225183,2.142382986,3.081298902,1.91187891,1.383701342,1.316897023,1.787425886,1.075618516,96.22719617
NFP,19.62,19.93,0.31,181.4790661,7.293538662,189.0475291,183.4336232,-20.15909749,1.470402513,-18.83144727,0.557733598,0.54,0.07,-0.028722208,1.12E-06,0.32223356,0.085093215,543.9015832,135.5583532,101.4962276,61.35875061,53.03353147,25.18537873,-20.61132061,-33.80768186,-30.372214,-8.112719591,-3.103320779,4.036924313,-1.91910362,10.8957812,6.553165651,3.043973106,2.517170668,3.304671289,1.571882475,3.865379296,3.527340109,2.150681887,2.59270596,1.615654751,2.207421813,1.56229786,36.00285913
NFP,21.00010204,21.12010204,0.12,175.834876,17.62065106,194.4279349,191.7429492,-40.01319687,0.08136785,-43.06029164,0.39363798,0.98,0.64,-0.145181225,4.20E-05,0.136961451,0.045265403,765.8167468,213.398572,87.63934887,106.4370011,110.3697822,21.39272688,-96.75698278,-104.4474383,-25.81118605,-11.94747985,-24.54312363,-10.90002953,-20.99898916,8.058785266,2.102535484,2.647396393,4.480689363,3.24458805,1.898996493,2.882220989,3.953207466,2.264009748,2.336145664,2.851703229,2.070552137,2.379247387,33.32947631
NFP,21.76010204,21.96010204,0.2,150.5148614,50.85169359,197.730786,95.04354709,-861.8343678,322.6189105,-65.19226815,8.438804067,0.64,3.57,-0.087804854,6.14E-05,0.215555556,0.062316411,702.1396961,214.6988365,115.2417751,31.91880707,-9.969933985,-40.53804394,-38.14148714,-9.593335976,-4.686665875,-19.30453108,-28.51369943,0.642626326,-0.870833648,17.28798462,8.550644805,8.39199216,6.679438376,4.247117665,2.845786057,4.776237694,4.432935814,3.696544774,1.778253098,2.220171258,3.337469836,3.030499002,34.39673615
NFP,28.23010204,28.44010204,0.21,201.7489995,29.59759826,238.4229163,184.6322325,-392.5437536,70.55647228,-375.4233863,4.015749307,2.66,4.55,-0.077088958,0.000104683,0.224444444,0.068607672,795.1707658,246.9537466,72.33842171,14.07955413,22.20000492,11.38763415,-41.47718621,-66.06024002,-40.80355424,-7.781497605,-7.729193975,5.758171466,-9.987756132,13.14703473,4.520909676,4.952416195,4.314215392,4.038209904,2.110087619,3.198385552,2.714104427,3.004980984,4.25608725,4.672190293,4.194536532,2.083801225,59.90763077
