classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
NFP,4.8,4.98,0.18,122.3815059,7.422782091,130.7661404,126.8576599,-5.137472288,1.993816048,-18.75454873,1.25929397,2.95,0.13,-1.482468702,0.048133844,0.831630925,0.292756074,975.3317432,271.9751922,43.36401434,181.0687804,94.97277775,59.21116445,-12.13159844,-47.99821534,-53.07546695,-15.60490464,-27.89386654,-31.75105703,-32.98020033,19.23687059,9.175701914,18.22908966,13.00784434,10.75312693,4.446203643,2.75377198,8.21623113,2.927445661,3.570646563,1.936744299,2.457247962,3.076862203,37.87944514
NFP,5.11,5.41,0.3,136.557649,8.52747244,148.2883327,128.7084621,-57.96086434,20.82530439,-42.14442694,1.652032967,0.13,0.11,-4.023087699,0.034266708,1.579266723,0.380834912,929.7017658,311.177733,117.2082761,141.9232341,49.79119476,18.42587828,-10.80086379,-23.40888328,-23.45755903,5.020367746,-7.251767921,-4.797037006,-17.57233081,31.25300963,8.575660378,11.85288351,3.334051746,4.785595835,2.553623445,2.765670081,3.067178125,1.620862198,3.889281665,2.556442927,2.743847307,2.365988577,57.00762962
NFP,5.52,6.02,0.5,112.0459672,16.04086576,135.6795121,96.52980637,-96.33073851,22.16499107,-105.9590398,1.815634225,0.11,0,-0.836748985,0.246160269,1.908617452,0.398078692,909.1915101,260.6924518,51.76498759,116.0367811,85.12593592,47.4065827,-11.04182908,-48.58171474,-49.51349804,-20.37730913,-28.33984655,-8.975038525,-10.50166784,19.38178589,7.135642611,6.971520251,4.029554088,7.19122637,2.868599602,3.125173524,3.715417655,1.953859279,2.626768317,1.900705138,2.61068415,2.205310023,80.75250832
NFP,6.26,6.44,0.18,91.79296436,6.170967599,99.06851641,92.32349906,-15.30903706,4.755136618,-2.418313723,1.000258334,0.21,0.41,-1.492256247,0.002069932,0.356991088,0.097775649,844.3065191,257.6563223,80.63665136,72.90245355,89.11935071,68.90984847,-7.866866351,-54.33728843,-50.24363499,-20.16765701,-7.518546747,29.73657885,-2.366578226,23.92058376,9.877966444,3.397231464,2.867673927,2.853333292,2.210046933,4.460001282,5.263866793,3.12875989,1.852894191,2.004894438,2.226273532,1.790092269,50.05637238
NFP,7.38,7.88,0.5,103.5922466,4.015242563,108.7799565,100.2762875,-10.54505548,4.768382749,-26.2188033,0.852910763,0.13,0,-0.121919851,0.04345188,0.840431524,0.304672966,931.481669,285.4926214,53.9148452,69.25382757,98.6978968,74.51177436,-6.219518039,-63.25338764,-52.18359589,-11.26448621,-19.88768719,-8.955983692,1.3925595,8.877050966,4.651787811,5.852010823,3.848521594,2.695905658,2.045920025,2.553484723,3.472355653,2.398958535,1.755963861,2.173970243,1.664190547,1.686939358,66.17444824
NFP,8.03,8.53,0.5,102.5912801,4.165364053,107.140726,100.4165355,9.285256875,3.927831881,-10.85844539,0.747469253,0.12,0,-2.123959839,0.077414769,2.239577216,0.520558397,949.7783921,280.2032259,79.86161155,139.1052267,119.0811186,28.09846243,-53.69126694,-64.41037808,-15.0046076,6.160939817,-25.45800125,-17.39264681,-4.489636219,10.85517125,4.186625959,5.012176375,3.60269736,4.246546416,2.25464155,2.850240286,1.870871282,2.275400881,1.674034355,1.891535773,2.729024562,1.332319949,54.23596815
NFP,8.96,9.24,0.28,100.982311,8.404035041,112.6227534,95.22145902,-97.70771132,5.329478276,-105.6948782,1.175985299,0.12,0.17,-0.68572943,0.005735586,0.476249285,0.149361668,941.1812274,308.3154266,74.95483368,53.18876993,-0.235490984,-21.29252287,-11.68290785,-3.882056463,-8.014257408,-7.709901518,-12.44593965,4.036253736,-13.77858553,24.03320514,9.389793392,11.59564709,5.64214698,6.147170281,4.968519291,3.006794143,3.459201967,2.85300837,3.614346478,2.694483657,3.203158266,3.200949216,56.90109186
NFP,9.41,9.57,0.16,99.22453175,7.259346496,107.3659144,103.6489982,11.93541231,1.973952449,14.99884923,1.480756515,0.17,0.4,-0.089007526,0.000146022,0.175566893,0.057203987,757.7786828,179.5780911,79.96449138,155.3188706,126.7399825,23.25151238,-23.77838624,-40.61709271,-29.29048654,-4.288347278,-18.96370235,-23.24001385,-8.716295349,15.82933941,4.108217416,4.907746614,3.140206676,3.916798224,2.220214903,3.197150314,4.096164832,2.070399096,2.576751473,2.433241289,2.157996487,2.197797223,40.98970948
NFP,10.52,10.87,0.35,97.16066462,7.933837526,105.4312302,86.96349833,-68.8478376,2.452859817,-63.72944471,1.106644159,0.17,0.2,-0.533133774,0.015710727,0.452096503,0.196121316,876.8595522,304.3317031,103.7264031,52.88780605,46.74980067,30.51125183,-11.19605051,-35.52689794,-25.61626814,-8.504254172,-26.92268944,-13.58436892,1.691317279,21.13319391,8.294371905,6.66050167,3.863267384,3.176823211,2.422796929,2.490246487,2.441466251,1.481132325,2.876013783,2.894854125,1.772932711,2.239978862,69.5391983
NFP,11.36,11.73,0.37,102.4983797,5.798957676,108.09469,96.45915119,-40.30235498,3.818854956,-26.08248605,1.491649237,0.21,0.17,-0.219812946,0.016899411,0.546764692,0.210472152,893.9497174,257.004799,53.62102035,119.1778524,111.7384893,50.96449446,-25.29099313,-69.83282599,-39.1019933,2.027007287,-24.66817623,-14.67621404,-15.5627037,18.31706149,5.247476485,7.851765072,4.454586438,3.161536109,2.690729271,3.066404758,4.21725014,1.725667114,2.338191101,1.309553144,1.301264872,1.87083013,51.35832177
