classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
NFP,1.66,2.05,0.39,124.3005106,3.614821169,129.057529,125.1373698,-3.445482858,1.657412727,-11.81539723,0.590470242,0.15,0.22,-1.535408884,0.009103238,0.766044371,0.213715271,1031.938557,311.6209176,35.86392085,23.78217247,5.689869261,-1.499951254,-34.0048581,-15.81935834,-19.44632415,-13.76050215,1.672268732,13.27102778,-3.007674177,15.0887721,8.810893307,4.81542729,3.691910337,4.680863901,1.317050405,2.339300217,1.736106887,2.92353286,2.451621911,1.930085987,1.573499657,1.44511007,68.47091169
FP,2.27,2.77,0.5,105.5114592,4.292578579,109.8003901,102.8672847,-16.52209137,1.678881367,-16.91298295,0.524829017,0.22,0,-0.071154285,0.00025459,0.508900227,0.1533392,788.3381811,257.7124396,88.57125559,32.58454998,53.52987388,12.01128825,-37.32903594,-26.92245684,-27.30704931,-17.50620444,0.32657005,15.48774547,3.810888955,8.462529295,2.770804812,3.141437651,2.446896232,1.788512316,2.154158962,1.493586016,1.663349373,0.716774701,2.033437782,1.079517389,2.446366535,1.865232358,34.76676544
FP,2.37,2.87,0.5,103.5140558,3.418793298,108.1854703,101.9147405,-14.34453489,1.373740735,-11.43291154,0.534651563,0,0,0.007820275,0.000112228,0.508900227,0.150295526,772.5648464,252.8893512,90.52454392,32.84094583,50.7545451,9.601686255,-35.91012148,-24.78676465,-26.9950754,-17.30830493,-0.377914459,12.61316279,6.637375534,7.016474171,2.342237884,2.98656152,2.40641075,2.073552096,2.403674571,1.376493484,1.734342853,0.801206293,2.008964675,1.030581609,2.24002465,2.041545796,24.38794458
FP,2.47,2.97,0.5,102.2484753,3.391689785,107.4423375,100.1042244,-11.93736216,1.681014805,-21.80488378,0.645260411,0,0,-0.005624173,7.53E-05,0.508900227,0.149330847,783.2387762,253.1385817,82.64190081,30.57207252,46.89032586,1.625419033,-38.92637772,-20.26785358,-27.1207616,-23.00507253,-0.037877818,17.80953171,12.28955419,6.11005465,2.201258339,2.761011234,2.311141339,1.964431993,2.138455389,1.328715424,1.478807515,0.817320754,1.701292915,1.034685612,1.994856671,1.863163964,23.2840154
FP,3.36,3.86,0.5,112.1130964,3.765334939,118.0302906,110.6324035,12.54205739,4.11506331,1.313495932,0.54258628,0.11,0,-0.029594613,5.82E-05,0.508900227,0.144975003,757.908294,236.7816745,86.54643269,50.25615378,69.47887537,10.8310006,-51.2648557,-35.51818987,-9.879406562,4.50736507,7.936448857,6.959980367,-16.12820305,4.352987783,3.280154707,2.953884931,2.288567391,3.459580327,1.868309546,1.704806611,1.282716578,1.607780774,3.08440076,1.790386866,3.206096849,1.753471717,35.77416933
FP,3.46,3.96,0.5,112.8177171,3.760829922,118.1755924,110.6324035,16.4444151,1.948745655,11.28896402,0.423675884,0,0,-0.050229427,3.28E-05,0.508900227,0.143181642,739.7017412,225.1846272,83.87843547,57.47675284,79.92417772,12.15015834,-52.0342638,-34.8396796,-14.8201706,-2.088524717,15.66054632,15.60423347,-18.71153111,4.410393085,3.037223076,2.648287981,2.111336448,2.94483566,1.720327322,1.760984035,1.286755966,1.19326645,2.942867398,1.025283973,3.050203917,1.317912055,35.08509149
FP,3.56,4.06,0.5,112.7531974,4.314210388,118.1755924,105.708751,-4.595748808,12.13393147,-19.08983959,0.618504771,0,0,-0.03332457,3.34E-05,0.508900227,0.141357034,734.9417974,216.3084664,77.56629405,59.8097903,83.17427806,10.92415821,-49.39512106,-30.13561111,-19.94975702,-12.92372327,16.2104018,26.50943157,-12.03807223,4.592411537,2.309210371,2.26060172,1.899071452,2.415920674,1.609645642,1.846116069,1.356004872,0.933092641,2.189069502,1.023698724,2.468806196,1.449725426,32.08196695
FP,3.66,4.16,0.5,113.5206308,6.122219044,118.5037979,105.708751,-16.81881019,9.707338436,-1.090489922,0.848032729,0,0,-0.047979437,2.97E-05,0.508900227,0.13960396,724.4975963,207.6873256,74.25587376,56.03779225,74.21359294,6.039891038,-43.92396537,-22.02080685,-20.07389809,-17.98752771,17.5582144,33.3172037,-5.466755087,5.646483787,2.641011252,1.745843453,2.274196773,3.471371236,1.104169477,2.568776481,1.360135583,1.043722937,1.358687488,0.978703265,1.140545788,1.31832122,19.01428367
FP,3.76,4.26,0.5,114.1470549,8.631427563,118.628258,105.708751,-36.06988463,7.25854857,-12.37553204,0.954348366,0,0,-0.035002801,1.76E-05,0.508900227,0.136911682,683.850353,190.0750354,76.915416,48.61442975,59.54537654,9.432832408,-28.89231894,-16.07041409,-20.07548203,-12.8428857,17.22207103,30.45085373,-0.450576104,6.557731442,3.451579305,1.781278797,2.700210491,3.734854733,1.483681869,3.044654946,1.472913841,1.097005478,1.307648132,0.998164498,1.089647291,1.44541263,23.58548173
NFP,5.72,6.22,0.5,128.8940069,10.257195,140.9687261,116.5783259,-14.08310622,48.27968654,-50.70471794,1.740386423,0,0,-0.361983029,0.002202186,0.508900227,0.174201276,864.419078,240.7054606,47.26284249,59.54656303,75.41395019,23.27506515,-33.7569503,-27.92079657,-20.03580746,-10.98938436,10.58154162,14.69896781,-18.65250107,13.41201846,7.400314527,4.191059016,3.736013153,2.997147709,2.154605388,2.599269165,1.731775223,2.089203606,2.494175786,2.267713826,2.258651902,2.076216245,87.17469032
