classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
NFP,1.39,1.59,0.2,177.762392,11.26063514,190.75902,183.0690938,-58.38836233,2.723603569,-87.47634576,0.920165445,0.14,0.21,-0.183103366,0.000148078,0.215566893,0.063955037,697.0922931,196.8825389,113.9475013,66.81664184,1.430440692,-22.71088361,-20.94635288,-12.63745352,-27.49092409,-9.110285374,7.262230327,-4.743622795,-29.84032893,29.08435022,13.11515454,7.821618283,5.248138662,5.366771664,4.91195622,3.530707731,2.776811586,2.659755697,2.435640965,3.042462781,2.373627504,1.989751179,30.09193225
NFP,3.17,3.67,0.5,193.6309027,8.358294662,206.2404831,187.4225882,-39.63841429,14.97623165,-25.92572217,0.997632506,0,0,0.00443726,0.006781368,0.508900227,0.204266965,897.3059372,272.6275191,59.84045205,26.6005862,27.80274859,-0.715887327,-34.95847874,-21.67677328,-32.282748,-10.17222226,10.04321266,-6.724630694,-37.67120506,10.17137524,11.34265014,6.483059858,4.718660683,3.696946829,3.08195658,3.143614446,3.279041059,1.73926337,1.954577967,1.314560836,1.863608627,1.203388168,74.95075084
NFP,3.27,3.77,0.5,192.8618058,8.187037457,205.6010374,186.9659184,-33.74018958,13.64592886,-2.547368291,1.099328219,0,0,-0.255060562,0.001903415,0.508900227,0.211756861,917.0323817,315.5423671,74.15127098,18.49556299,29.07307659,-14.06305915,-38.63568651,-21.85346305,-39.80542167,-17.81585457,12.50223483,-3.731063129,-35.27792104,9.225352226,2.358125777,4.789751938,3.304611388,3.499052253,2.430988372,2.888465775,3.226283625,1.647247259,2.413926273,1.334817869,2.312143331,1.310357416,84.5339567
NFP,4.18,4.56,0.38,177.0685067,8.101498961,186.5379782,176.0974095,-37.14616899,4.824677657,-21.94308783,1.272034184,0.24,0.16,-0.1454024,9.44E-05,0.391122449,0.113366738,699.3024514,208.8001162,101.025297,40.15890553,9.159421971,-8.512238055,-11.63674657,-9.322025135,-27.30563501,-13.44422047,8.80462574,2.090527745,-21.87247224,15.56784687,11.09735376,6.225329573,5.541265643,4.681616662,3.482491606,3.452799524,2.796321263,2.395715673,2.551744531,2.159541802,1.331803348,1.835474232,37.4431045
FP,5.87,6.17,0.3,170.3095616,7.137194648,180.173981,171.6887644,-33.86065337,1.115845304,-27.41032339,0.665520584,0.88,0.26,0.00430733,0.000612731,0.313344671,0.122672635,992.1753684,322.2546471,26.44840116,-8.541187434,29.09800317,-15.56804401,-60.06420156,-30.09818796,-27.97615321,6.159874001,42.32969815,-6.426212372,-48.975151,12.40937407,3.02458197,5.836401953,3.66771346,2.318151637,1.381404434,1.412835847,2.523810706,2.053255449,1.62191877,2.296402395,1.168685124,2.763041428,21.04996006
NFP,7.87,8.3,0.43,185.5811904,23.26651999,198.5032639,170.7799257,-2.607685338,67.50469135,-160.5197519,3.694050613,1,1.36,0.219727617,0.01381421,0.440011338,0.151386661,785.4929548,174.7282272,47.24454627,82.40179714,50.05269528,1.898962903,-31.37953045,-39.01088912,-37.63614085,-0.689917721,4.051734967,-11.92684895,-35.38462636,19.41106622,11.00037487,7.828828173,4.2393267,2.121130976,3.347281428,4.683660298,2.786892529,2.563671213,2.283272218,2.979507439,2.517358936,1.743312556,86.94358104
NFP,9.66,10.16,0.5,165.897113,5.240273768,171.9084977,164.9742998,4.694010571,5.313156925,-29.60193752,1.396264878,1.36,0,0.654162754,0.034844637,0.790832643,0.188334358,690.6494931,172.3458968,85.1890276,101.3207581,59.34552175,0.750977562,-22.97498566,-23.88630578,-35.92185476,-11.79049961,-0.024821955,-5.065468041,-30.71175002,15.99012405,10.04953203,7.713453563,3.273283652,3.354073183,3.261740382,4.120024696,3.18514628,2.352653266,1.78430422,1.545888111,1.373382382,1.750581721,56.35521204
NFP,9.76,10.26,0.5,165.0372223,5.028172232,170.742608,164.4793606,3.469673184,5.083429606,22.35161756,1.197847102,0,0,0.34824927,0.041157607,0.765501911,0.191498558,700.8801821,171.5032922,81.95520329,102.4172281,53.3422145,-3.946509431,-22.97041114,-24.23287347,-36.39362824,-16.21015028,-3.149120822,-4.054554525,-31.38178957,16.53456369,10.06000223,7.609116381,3.210967173,3.585978918,2.941272612,4.111623616,3.275631735,2.51777336,1.890257485,1.576578715,1.566412531,1.689478984,71.92496517
NFP,9.86,10.36,0.5,163.8846686,5.449153051,170.4638402,160.5270301,-13.84538308,5.79701745,-50.33438997,1.189042592,0,0,0.00643578,0.042883828,0.794570496,0.197192023,725.3050126,186.4824445,85.00605424,90.79887382,42.75059395,-2.791081594,-21.42804623,-25.97523339,-40.85824295,-24.45438007,-4.465795509,-0.223416323,-28.8902959,17.08577321,10.63466136,8.000600719,3.508916751,3.141386813,2.927525948,4.163932208,3.217811442,2.397180122,2.434248511,1.604063856,1.716760984,1.657129217,137.9193426
NFP,9.96,10.46,0.5,162.6355541,5.789264324,170.4147205,157.1114806,-23.75128559,7.712674037,-10.96474633,1.449886124,0,0,-0.272450196,0.038023813,0.791521391,0.211744995,804.9459994,228.2762784,77.80525888,77.2185563,33.49679659,-17.38730893,-32.39891593,-21.44044043,-38.05467339,-26.83738367,-0.382787781,5.838191226,-28.23609092,16.22551255,9.729433148,8.206920918,3.820723388,3.453633424,4.233994152,3.741073825,4.051982289,2.85731837,2.392756248,1.496664434,1.87562279,1.667064415,110.3902231
NFP,10.06,10.56,0.5,163.5309649,5.311998888,170.4638402,157.1114806,-8.208146439,12.39596575,-0.428734663,1.469767319,0,0,-0.457920984,0.018994332,0.635810854,0.196598424,811.819165,250.250705,100.8871017,68.57324298,18.13518673,-21.45815726,-26.27789546,-9.777035655,-26.87350469,-25.97545363,0.332112152,6.207640839,-26.36908881,14.89531102,5.869676948,5.679125171,4.205534928,3.582211048,4.679203325,3.620434716,4.466898454,3.169490623,2.680063084,1.539810492,1.756811733,1.356545187,112.4229614
NFP,10.16,10.66,0.5,164.7994491,7.878004294,171.2796857,157.1114806,3.347581866,14.27403724,-33.52111082,1.739767497,0,0,0.001923128,0.003273046,0.508900227,0.173144641,821.6304992,239.6376247,89.50293508,71.13223234,7.686847038,-32.30870623,-16.96519517,2.752964869,-21.85368477,-24.8496501,1.969461679,11.66446549,-23.3122588,14.19590018,7.65956396,6.137058114,5.735577346,3.047998885,4.262786937,3.355639364,3.935518076,2.957661835,2.613908162,1.572660601,2.142710639,1.497787676,139.8602833
NFP,10.26,10.76,0.5,164.1624014,8.049698748,171.2796857,157.1114806,8.304607915,12.31216014,-6.10199539,1.674394716,0,0,-0.131934192,0.002679794,0.508900227,0.174822599,842.8963058,256.4891147,86.27815712,55.4900191,1.561186282,-32.83012696,-13.69409715,8.538858079,-24.48158588,-28.60568555,5.085089169,18.95631088,-18.45264189,12.2412175,7.848806587,5.687035702,6.153544071,2.804182575,4.221663109,3.30532177,3.308938396,3.061133893,2.67210482,1.505266681,2.200912864,1.851412157,125.0135551
NFP,10.36,10.86,0.5,162.290839,18.36386212,172.9146726,84.83911212,-34.64876696,297.3325664,-203.4020891,3.850953387,0,0,-0.12373759,0.003124592,0.508900227,0.172157753,837.427895,249.6392637,75.51962949,47.11669728,-4.052185765,-37.68702662,-14.88988855,10.14742546,-22.75698337,-24.77393487,7.173140995,19.20532853,-17.22415991,13.85996222,8.763324103,4.860510907,6.296534899,2.429432544,4.154940913,3.352622166,3.224201911,2.884984323,2.215329979,1.424120845,2.019186613,1.889212241,98.29468084
NFP,10.46,10.96,0.5,147.2981775,36.15331123,172.9146726,84.83165852,-196.7041344,574.056204,-205.5201325,3.570917535,0,0,0.059042217,0.002312994,0.508900227,0.167666595,846.0319883,255.9844129,66.60269987,30.64261689,-5.65929007,-32.85653753,-12.19770607,7.550118286,-24.62207144,-22.00987694,7.604547795,10.77110326,-21.14578157,13.02711852,9.086771086,4.652438685,7.035508941,2.1918266,3.43977461,3.08930864,2.78805499,2.513483802,2.209206706,1.47128117,2.478428452,2.176028018,96.86013596
NFP,10.56,11.06,0.5,131.8853468,39.52758795,169.1654873,84.83165852,-241.0012474,382.7798295,31.73828973,3.104937653,0,0,0.2043415,0.002210025,0.508900227,0.176556274,875.0654566,282.9851499,57.32269674,-3.276006377,-6.153033763,-25.81681554,-20.43442981,-3.59765385,-34.90386538,-23.51134639,14.8482844,11.59554952,-26.7653903,13.85868103,8.087785066,4.613797066,6.285680459,2.112109772,2.859531702,1.961522694,2.365239189,1.990340375,1.790197179,1.867789874,2.409979935,2.592639473,71.27649274
NFP,10.66,11.16,0.5,170.7677943,34.206233,198.9587445,84.83165852,99.32698124,915.2588412,98.66875348,5.719661592,0,0,0.328356991,0.002264265,0.508900227,0.190417343,895.7043511,308.0372886,58.55663743,-30.95568038,-13.65634953,-21.65239128,-23.51384982,-12.81407254,-43.07234212,-21.39550634,20.1159712,9.024869109,-33.10079287,14.14838512,6.442545578,4.169840134,4.27544992,2.290711026,2.808675077,1.674725907,2.439911093,2.256033694,1.754667928,2.071110867,2.123506723,2.45564082,43.02796938
FP,12.68,13.17,0.49,180.0813998,23.47570694,179.6723537,171.9005769,12.25349685,64.63512508,-20.96162288,1.854687027,1.35,0.17,-0.225527457,0.000177753,0.497789116,0.157351827,841.0306548,253.9912191,56.05737836,36.25001986,50.24161032,-5.991580854,-36.62906274,-28.45492372,-46.75807366,7.935236539,43.10130257,2.087909091,-37.54388674,15.30394599,6.388827018,2.851280377,1.369082373,1.076231311,1.418539813,1.639337067,1.685348932,1.418853507,1.044531719,1.946872067,1.279299953,1.106727411,22.70310319
NFP,13.34,13.84,0.5,178.9349947,6.050021758,187.2667695,175.0117198,-1.475899458,16.62826124,-44.87025195,1.577452442,0.17,0,0.158678828,0.102641433,1.302396458,0.278302137,902.1516223,238.0375692,48.48003548,109.9620927,54.18817609,-29.18599678,-59.32593529,-38.05854808,-47.08496238,-19.83838501,5.285959015,-3.593761743,-34.14764423,15.58012329,7.796540554,7.466691311,6.394495066,2.667321547,2.579380928,4.180720651,2.539332769,2.827772826,1.934624316,2.390462994,1.610214309,1.863358677,94.26994845
NFP,14.01,14.51,0.5,177.7114263,8.08118726,186.6955236,165.7328023,-35.14746196,17.78992207,-63.21518269,1.210278765,0.12,0,-0.24015633,0.001205315,0.508900227,0.16179135,793.5720056,253.09346,94.61214076,40.29684134,10.19333446,-34.43713545,-18.32165927,10.86947459,-28.46490126,-24.12478908,-3.919233784,-11.4727189,-22.56776682,14.75560605,5.504484958,4.848386003,4.617829506,3.775354871,3.185570588,3.007954238,4.733609486,2.421809035,1.732838982,1.918663435,1.207734162,1.313432159,43.05866109
NFP,14.11,14.61,0.5,174.5873168,7.584896125,185.2377546,165.7328023,-29.51009313,15.92004044,-29.7609324,1.5501816,0,0,-0.082521399,0.000565438,0.508900227,0.151662591,747.191501,225.113839,97.2691249,61.01534881,24.81637256,-32.65226096,-25.72695044,2.63591682,-27.21811297,-21.81926863,-6.898641897,-13.14592877,-20.67591856,14.93455455,5.649117688,5.139059338,5.173993589,4.540677603,3.256135012,3.612143694,4.824816025,2.267577563,1.753668643,1.782853658,1.267343956,1.181261508,50.92277622
