classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
NFP,4.27,4.77,0.5,91.15244866,6.770306465,101.9012887,87.36796926,25.24464346,6.871791338,-14.07251121,1.138785146,4.25,0,0.089103726,0.608883446,3.04520765,0.516469122,898.0991284,313.6266177,107.5721585,48.28927141,11.99744421,-32.45717025,-47.51348037,-46.18331803,-28.42630181,14.24478472,-15.29716958,-14.75196463,16.18218661,17.34036382,7.777827161,6.575665766,3.550333276,2.789941508,3.480952155,2.59343973,2.369136728,1.968954859,2.672322734,1.612100615,2.421308891,2.662328146,205.0089293
NFP,4.37,4.87,0.5,93.58891368,6.674099481,101.9012887,87.36796926,30.90475081,4.394029358,-6.687639273,1.05674806,0,0,0.813607459,0.668428104,3.066525265,0.592951393,877.5956755,313.4309472,131.8055411,63.58801826,12.53735952,-37.10068485,-48.24653234,-49.63238197,-35.9141237,15.98486463,-11.75493031,-26.7257601,5.054382587,15.66349905,7.649321873,6.432794418,3.390331668,2.930105939,3.428521836,3.088657287,2.648328429,1.928599151,2.997278836,1.918993806,3.113578148,2.861856932,81.73220762
NFP,4.57,5.07,0.5,97.94319317,4.584683394,104.2791426,92.49579028,-11.15874277,9.31984087,-2.575027919,0.943108748,0,0,0.508928494,0.320629963,2.069084797,0.567609541,932.6212956,332.6227057,115.4391715,50.61464549,8.911121101,-27.09346154,-49.96537443,-57.95752777,-27.52810074,26.04089183,-3.72077656,-26.96701524,-7.692394491,14.28971485,6.669425055,7.551024554,4.566469995,3.974636021,3.740087748,3.262816614,2.639778845,3.094398633,3.357671987,2.079912086,3.193928114,1.860847422,67.25874071
NFP,5.9,6.09,0.19,85.29023021,5.22880253,90.90557609,89.27179838,5.408571671,0.425229853,32.14361331,0.668043193,0.39,0.13,-0.937357166,0.050480257,0.816233151,0.139773214,868.9256817,264.3087937,72.77125245,57.17279064,56.4330378,25.84753273,-23.76872424,-68.15175788,-81.41503838,-40.98393018,-25.69337183,11.7950256,23.13472575,25.16436408,13.17684041,7.318038146,3.439269564,3.265454968,3.08160223,2.782692973,3.104734092,4.195827417,2.728476305,1.879477167,2.691265755,3.573788588,57.13189619
NFP,6.22,6.7,0.48,91.51814204,11.40432294,97.76026664,86.2883779,20.6357274,6.020822914,-14.62492175,1.389799807,0.13,0.15,-0.038394306,0.016989289,0.566012643,0.177126781,720.0045491,190.2920402,79.97222696,78.90098427,61.70252512,30.15626414,7.589763069,-21.32673292,-49.81816792,-25.13302748,-24.21933494,-11.69446217,-1.815758278,17.5304215,10.22992095,5.525252173,4.149082708,2.600134337,3.322824962,2.178520037,2.481409161,2.639090944,2.183463517,1.667040039,1.528338708,2.305898396,130.1480378
NFP,6.85,7,0.15,90.41822555,6.634021816,98.44273409,94.27496993,17.32122744,1.578106311,29.02792866,1.20781378,0.15,0.15,-0.948987733,0.001424948,0.21571711,0.064829216,695.3828359,197.1706099,79.71959016,64.21192294,108.7771186,81.4984502,-9.699219769,-57.27960784,-49.78282371,-14.93508439,-28.20488469,-21.38152228,-17.96396671,31.86066469,14.88532528,5.377051666,3.762457423,6.53930815,4.985886585,3.218948574,6.140174721,4.494045583,2.964085318,1.681739342,3.098743003,3.017855158,57.10373407
FP,7.15,7.52,0.37,86.96955363,3.187859917,90.07118052,86.21724988,-11.41267135,0.511352399,-12.67059961,0.276081413,0.15,0.15,-0.251472259,0.000797779,0.380011338,0.136055591,715.2249935,214.3328813,104.6847581,83.78064163,122.8215968,95.26416586,-4.194392019,-61.12119668,-46.75333614,-13.31730394,-19.44932768,-13.26536764,-12.49498096,6.076058602,5.4194783,4.041915993,2.019387985,3.474231197,2.571576358,2.874437692,3.188162555,1.57665592,1.64556285,1.914837877,1.556611312,1.76315616,34.71383723
NFP,7.67,7.82,0.15,84.15343409,6.248125586,91.15767552,88.16227949,-1.078543419,1.336468158,-6.870002895,0.613168381,0.15,0.11,-0.792816183,0.000625938,0.196828862,0.065642095,875.1679519,285.3927051,81.80980509,18.48727179,17.1566991,32.1559247,13.2535367,-38.18561085,-43.07326866,2.856628552,-1.19679088,10.49102175,23.64747338,16.75915394,12.06003124,10.69706316,3.25753344,2.265217369,2.995415588,3.890955398,3.223270401,2.396549824,2.78274476,2.336053922,2.345548818,2.249475303,38.8757141
NFP,7.93,8.23,0.3,88.12025828,5.33884864,95.31558269,85.30432125,-27.65713354,4.79505085,33.52784241,1.45328689,0.11,0.11,-0.844104688,0.01468938,0.664346701,0.136532289,803.8155615,260.8038449,100.7792078,40.93750957,11.37737558,-32.28665009,-40.78392316,-19.16355636,-8.205460231,-2.625435585,-28.20604335,-28.06358908,-3.072015095,18.4480858,10.25689793,5.937189492,2.741666675,3.767872225,3.007604146,2.389577158,2.794524208,2.340470519,3.766684112,2.063619595,2.861835903,2.130892752,54.44395456
NFP,8.34,8.47,0.13,84.55079467,7.956424208,94.46691982,89.32070348,-41.40591752,2.463646583,-28.31351978,1.089470418,0.11,0.17,-1.819000498,0.005040698,0.436651329,0.082614956,898.8682423,298.3547401,103.5478179,42.80258038,-9.765696555,-54.43599994,-62.55281797,-33.42798859,14.38942503,25.26764274,-31.69408779,-25.06131067,12.47123731,24.06761015,13.70977522,7.95354189,3.745466766,3.511366809,3.466211503,3.040740073,2.597061603,3.120335328,3.126035709,2.675628406,2.6448679,3.63679626,46.20475013
