classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
FP,0.96,1.46,0.5,98.91006727,5.698858498,101.5885139,96.74675391,-4.333939335,2.449793904,-1.668654804,0.379969003,0.94,0,0.03927644,0.000588783,0.508900227,0.163418466,733.418297,245.3673213,146.5182924,70.55184428,31.65908615,17.28122369,-7.145438426,-0.16214909,1.827106174,-31.30295416,-48.01819155,-8.463983924,4.67140029,8.911978754,3.682173212,2.234007353,2.533334736,1.979624121,1.76864295,1.725142744,1.246506742,1.478599457,1.270061739,1.616620966,1.427079229,1.46892336,18.80243799
FP,1.06,1.56,0.5,97.34919462,3.072105426,101.4771998,94.28009877,-12.75509329,1.842901331,-2.561024325,0.380782653,0,0,-0.121806899,0.000407721,0.508900227,0.162058529,689.5972501,228.2510594,155.1757322,79.71078134,43.74769732,28.77421228,1.124189158,4.683163329,2.622756532,-27.31703896,-44.24231869,-11.65540405,-1.483415006,12.08351227,5.328553842,1.820993882,2.766944651,2.490520486,1.989946751,2.056186608,1.449056754,1.341048072,1.664999228,2.054361051,1.257338556,1.603584181,20.69452655
FP,1.16,1.66,0.5,98.02843577,4.050771342,101.7732691,94.28009877,-11.64762138,3.269227331,-8.829650477,0.465606533,0,0,-0.156138625,0.000394054,0.508900227,0.158903975,660.3854103,217.3777987,159.250956,85.90302927,47.1189872,28.43949119,5.731418916,7.077107021,0.053319109,-21.52677063,-37.82078706,-12.90932191,-5.404454636,12.04658369,5.540038454,1.918823023,2.892800298,2.501606489,2.321922038,2.042622952,1.344120774,1.308805384,2.010686519,2.402511299,1.382952577,1.540227393,23.25477952
NFP,1.26,1.76,0.5,99.65957598,8.021642574,105.4077395,94.28009877,4.271096412,9.863183266,-7.10344663,0.930858408,0,0,0.029277033,0.003664985,0.508900227,0.160802068,641.9681553,204.2241946,151.3092847,88.17791421,47.36335123,21.88548992,5.240856777,6.312637187,-4.291186075,-13.4207848,-33.44208663,-16.90428642,-5.146983893,12.24238892,5.342594418,3.453548981,3.041378787,3.05621967,3.129566038,2.151457951,1.630233538,1.57236609,2.104084694,2.81843321,1.721427665,1.782497433,54.55409236
NFP,2.06,2.56,0.5,96.00636136,5.701211565,103.0052069,88.16764213,-30.03037816,6.343379788,-28.63407441,1.195549713,0.11,0,0.11093094,0.027919678,0.678939017,0.219136665,876.0323739,289.5481985,107.9110581,36.78936712,-11.11437833,-22.49660148,-34.79489977,-6.842229778,26.49213151,3.073134046,-26.7333249,0.609818603,7.799866157,12.50031664,5.789888559,3.35037199,3.878500354,2.735005318,1.781793505,2.392520554,1.837823164,2.640452121,1.825920197,1.817957995,1.664713584,2.070764999,82.53414781
NFP,2.16,2.66,0.5,92.64184983,7.231378392,102.8343415,82.60454774,-41.15818741,9.414661265,-12.77223933,1.584932118,0,0,-0.29936197,0.028861793,0.662973107,0.209852431,851.8038632,289.1459788,108.5701259,23.14959331,-11.55947207,-21.60458405,-40.022594,-8.615607229,30.82879222,12.33734394,-22.85411173,-3.459884013,4.599302422,12.54052288,5.445674465,3.133573168,2.643240069,2.643306916,1.906725028,2.119207332,1.769802664,2.347379893,1.546613763,1.285264728,1.99733998,2.06693643,78.75986067
NFP,3.07,3.25,0.18,84.67407991,6.176985598,93.99071325,85.80233006,-53.0922357,2.737413213,-49.56759666,1.175770069,0.33,0.11,-0.256090316,0.00026235,0.195566893,0.063268492,798.4133712,226.0657282,79.30911438,65.40132061,27.48760727,-2.935730406,-38.80536256,-30.92548834,-4.294850261,-11.41853725,-23.14261643,-3.6249066,1.545147204,16.61436215,8.76584392,6.657483308,8.948723914,8.79854987,4.027976529,4.801148938,4.203522681,3.269428712,4.666637069,3.405147375,2.959411726,2.749256896,60.1266522
NFP,3.36,3.8,0.44,86.32519872,4.480313348,91.81284119,84.3353919,6.288564681,5.285395697,-8.474515252,1.790650417,0.11,0.37,-0.103523952,0.000484805,0.448900227,0.12811397,719.0055652,196.3356592,88.19181256,59.99027518,25.74465912,-7.822770271,-16.69643477,8.35943517,13.13933881,0.766731457,-18.28915757,-5.212786494,-1.493831387,7.391677989,7.827420183,7.682996783,3.431146664,2.662263582,2.520810179,2.377521675,1.491280491,2.261289888,1.897228195,1.96727598,2.045866051,2.04156816,56.06322067
FP,4.62,5.12,0.5,92.7523882,2.868409892,96.49673489,90.82561078,4.428568285,2.248921949,13.19609772,1.363685385,0.35,0,-0.016068424,9.52E-05,0.508900227,0.14623731,697.5747045,186.5823781,71.31073409,76.03577701,132.0020906,60.97431841,-48.42711395,-34.01754769,5.40836972,-11.70095385,-45.69777696,-17.06596781,0.13287616,6.339893639,2.690904373,2.374115786,1.686631517,3.442064782,1.698937289,3.085935067,1.731999298,2.345796802,1.397903981,1.864231385,1.30862272,1.458127033,26.60702018
FP,4.72,5.22,0.5,92.78616821,2.915320033,97.91971255,92.2462935,5.453225675,2.249070946,-3.187414351,1.30941494,0,0,0.013562411,0.000266216,0.508900227,0.147774635,705.8053205,190.7176627,69.35993803,70.16508227,111.5570787,36.74131522,-55.09735666,-29.50068092,7.094845021,-11.32268832,-44.45236158,-16.33380938,0.385443626,8.318227788,4.508542138,3.108333778,2.423243461,6.160621278,4.991283897,2.650241281,1.649656079,2.293532791,1.47854849,1.977366932,1.233417881,1.390438531,23.12985507
