classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
NFP,1.46,1.75,0.29,168.0753089,19.60723433,186.5918766,141.3522426,-167.0555872,103.4363798,-59.72555973,4.684295023,1.44,0.21,-0.113825624,7.68E-05,0.30223356,0.085568837,591.3117732,143.1003781,111.0590909,88.20090254,48.99966269,19.7204206,-9.717146551,-23.61559424,-20.40725077,-5.878461982,-15.14132237,-9.365250855,-15.86895479,11.77468924,8.875002617,9.010318716,3.467655127,2.619435002,3.348365538,4.821428874,4.704534827,2.973154368,1.924824495,2.558049403,1.859293112,1.923408771,51.82303983
NFP,1.96,2.46,0.5,133.0477981,51.56418841,192.2094613,82.56340554,-282.2772349,576.9897269,-21.74117,4.723376701,0.21,0,-0.032340898,0.000641243,0.508900227,0.144254771,649.2763764,203.4356739,124.1771559,28.96541156,-12.60982469,-32.29999781,-37.95958741,-11.51421051,0.038073316,-4.122801722,-19.30289313,-10.76856151,-11.59969142,11.36637746,6.436086076,3.218029842,2.947728807,4.105697642,3.429060228,2.750927434,3.673084762,2.604320666,1.340477662,1.407933576,1.870874968,1.917902345,39.94265742
NFP,2.06,2.56,0.5,108.1508079,37.39498503,100.2400788,82.56340554,-53.82764024,194.4121154,9.982040215,4.838576921,0,0,0.039985419,8.11E-05,0.508900227,0.140409791,643.7807607,201.8181359,120.2180616,23.79143587,-16.04130308,-31.96034527,-41.83751802,-22.47001487,-3.944029989,1.056477213,-13.68816977,-8.134739493,-12.36398793,9.455242982,5.363380227,3.216017091,2.838145544,2.653867195,1.899727708,2.628577,3.623088181,2.247166043,1.684659055,1.660813355,1.62111602,1.233706072,81.98849201
NFP,2.16,2.66,0.5,92.34434082,5.205536834,98.63600003,82.56340554,7.002357382,19.72334559,-40.3647008,2.326443467,0,0,0.027718445,8.21E-05,0.508900227,0.142364509,680.8284659,225.856303,121.667386,17.90893263,-15.23952764,-32.41705646,-50.53849407,-29.23549527,-4.254548552,3.644915263,-12.4867369,-8.826427218,-14.58091957,8.103723518,4.144353804,3.023262295,3.120676754,2.568034076,1.76741272,2.018793975,2.983539775,2.29105765,1.782768464,1.547131892,1.514446725,1.176398814,85.24066399
NFP,2.26,2.76,0.5,93.3548652,4.382717512,98.62252117,84.08144284,3.994844466,13.32825647,-23.04489517,1.768150824,0,0,0.014500948,0.000138308,0.508900227,0.144452375,704.0263272,233.6604182,116.8065845,16.32506756,-8.166181025,-28.25273013,-58.48263406,-43.69640025,-11.10579273,3.321303992,-12.46639772,-6.582347352,-12.66145056,6.351745799,2.854477168,2.733975452,3.183315393,2.540722636,1.509127396,1.915649598,2.510513452,2.13249531,1.751783701,1.504684225,1.521154007,1.297351682,66.88445865
NFP,2.36,2.86,0.5,93.17137065,4.866350382,99.05296549,84.08144284,7.450643053,16.26304221,-3.016426522,1.825772539,0,0,-0.040066691,0.000173589,0.508900227,0.14272822,687.1779464,211.6252496,97.18674807,16.41098916,-0.419274544,-25.17341957,-57.73081253,-43.00580643,-9.817858446,8.069185704,-8.003474713,-5.878743207,-13.02760325,7.506247703,5.559110501,4.535816947,3.330636036,2.847228918,1.566725012,1.994007789,2.366019921,2.262686116,1.930844393,1.505958715,1.477511837,1.355086431,50.85377088
NFP,3.05,3.55,0.5,102.0751287,15.6121088,115.6489872,92.07234241,32.42505118,19.50297318,63.58482192,2.591104216,0.16,0,0.03190806,8.54E-05,0.508900227,0.140376865,644.7899601,203.7328718,115.6127228,21.79536772,3.928625615,-7.593283009,-23.22391052,-0.325409729,1.673322733,-7.893731932,-23.20529594,-6.84078671,-19.94755603,9.074707187,4.493184196,2.981162125,3.613538466,3.210070032,2.425218718,1.960197546,1.998247774,2.270678242,2.211120282,1.63228872,1.184522839,1.413305164,75.75595737
NFP,8.36,8.54,0.18,150.5286425,56.71394698,214.8731193,96.24074492,956.6566533,616.7072579,941.4789764,9.305734283,0.19,0.13,-0.084043822,1.04E-05,0.195566893,0.053881385,558.7971018,171.6617086,154.4775544,70.56894147,11.32492908,-20.26524473,-33.3348838,-19.71484446,-21.99758515,-9.770008388,-1.174342681,1.198101964,-19.38028971,14.2035635,10.27806714,4.383031686,3.222302891,4.399835483,5.489171034,3.771687009,2.749953879,2.855548934,2.008880219,2.675292837,2.583742408,2.195165813,41.87528187
NFP,9.14,9.28,0.14,164.8531402,12.76116321,177.6267583,176.3335031,9.339282778,0.163675073,-7.710782245,0.441730239,0.13,0.11,-0.142723385,2.13E-05,0.155566893,0.045443656,652.6768365,156.7098741,153.8011613,113.9253899,0.085784019,8.158223796,-4.166824004,-8.34625394,0.712663151,-17.55504566,-14.51420284,-5.496980823,-14.13679638,5.453759895,19.37993173,11.04305811,7.461716963,4.946225321,5.597695631,3.878461454,3.815319339,3.489567193,3.687414505,3.523706321,3.192198758,3.058662068,37.41711103
NFP,9.39,9.89,0.5,181.2474918,29.95164559,202.8139105,100.1708533,-151.7229994,199.3772408,-146.8872519,4.861301905,0.11,0,-0.163341773,0.00619347,0.508900227,0.164483946,730.7360274,252.2789854,124.7010518,12.61078983,-37.06888896,-45.94217252,-23.72782421,7.842686135,-3.25356584,-13.06130595,-8.089175012,12.67207431,0.804869823,10.83143372,5.561959814,3.970224219,3.601731041,3.791614373,3.68305802,2.338091931,2.035896335,2.694576248,1.800950513,1.45445915,2.24737926,1.808270139,35.64161556
