classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
NFP,1.32,1.43,0.11,185.6135169,19.02177491,206.4089519,200.1751592,-13.89131781,13.13768336,58.17725822,2.351543174,1.3,0.13,-0.097366841,8.16E-05,0.126678005,0.039127281,582.6291794,171.906866,151.6253092,82.16868736,46.35779773,35.1632499,12.85485191,-3.950905318,-9.821491281,-3.966854364,-6.415454647,-5.708680915,-29.67470429,15.66217247,8.965393978,4.878504225,2.381754995,3.82647377,4.126401721,2.711114377,3.701535194,3.410214119,2.232344806,3.120755315,2.129721438,2.660167349,43.72789931
NFP,1.8,2.3,0.5,191.073418,12.14561557,208.9689455,183.3749705,9.890022033,59.7276817,25.59288249,2.939500799,0.17,0,-0.043512355,0.000175973,0.508900227,0.142543803,705.1822311,195.7725067,92.45336883,40.87285585,6.339697552,-9.298462992,-17.58051001,-8.950446148,-1.499952111,8.100857246,-2.014113347,-3.264961799,-22.61236815,8.917751242,5.997305174,3.782592258,3.641251924,3.306719713,2.010552868,2.022405452,1.847640057,1.76859494,1.54734291,1.359516142,1.338791955,1.432514124,105.1884286
NFP,1.9,2.4,0.5,190.1499155,13.8874444,209.0247934,174.2411533,1.30793221,101.9096474,-21.67107166,3.542408979,0,0,0.041722905,0.000222505,0.508900227,0.141931279,674.0968584,179.8234517,97.55400586,58.2433124,21.98747176,-0.887619435,-13.40194541,-5.85948872,-1.954640692,5.464856046,-3.942018583,-3.226532347,-22.67663249,8.255005826,4.662095033,4.270597558,3.25498925,2.432601692,1.692708242,1.847177331,1.591522519,1.743313818,1.587138034,1.362087282,1.404117468,1.439330477,92.42520919
NFP,2,2.5,0.5,191.8617373,19.21774503,210.6354635,171.8363882,-13.99754032,148.8821088,23.02121704,3.131430068,0,0,8.45E-05,0.000231049,0.508900227,0.142252987,685.2549925,193.0016882,100.0210749,49.50444021,10.50191254,-6.965079106,-9.787229235,2.549724078,1.72905175,2.415636004,-8.353106371,-3.852372213,-21.82909752,6.671480368,4.313910593,3.941520062,4.218290153,3.887271049,2.076117885,1.651606608,1.687281657,1.392681258,1.508809355,1.543611941,1.450967434,1.539487773,79.27358753
NFP,5.34,5.84,0.5,232.4438484,8.945650866,241.3557599,230.1824111,-6.879122488,12.19737333,-33.64888902,1.486983762,0,0,0.917743646,0.133985436,1.610038258,0.306901747,852.4652835,230.5076194,35.50848405,38.53021122,-0.708780253,-58.70243394,-89.43970984,-65.67907043,-52.68191435,-15.77071664,0.271873646,-11.05139544,-13.78161326,18.2415135,9.294201485,7.939312609,4.841056017,4.336825742,2.473396685,3.166319983,4.547338386,3.52782329,1.952537242,1.899121799,2.294574671,1.477935175,55.64152902
FP,5.44,5.94,0.5,231.2718607,9.310027553,241.3557599,229.9672751,-15.46657312,9.665337969,-17.74893388,1.097902411,0,0,0.331536508,0.152258267,1.636185945,0.301928173,868.0247482,226.2704151,21.98487422,45.25372582,19.78388581,-45.2062586,-92.25155838,-76.51301845,-66.01182708,-22.59317703,5.726523877,3.489262342,-9.662555927,18.03718724,8.845565179,7.302542258,3.992684406,2.789807017,1.481699432,3.236508719,4.535418587,3.099028773,1.574317436,1.747187548,1.848090979,1.261252365,36.25313945
NFP,6.44,6.81,0.37,238.1316946,18.58998924,254.2680604,223.8651843,-74.34607128,49.5254012,-66.06421051,3.266202054,0.45,0.2,0.06412187,0.028481413,0.691240022,0.18057886,974.3591806,133.7195946,37.9665811,102.4720326,-59.96135647,17.12081619,-83.50903073,-49.43257651,-54.96414249,-26.34403477,2.501693034,-23.11306322,-37.13374801,10.45964343,20.51938801,5.065852337,5.54967938,5.541302822,7.198823143,3.542173515,3.099894152,2.997438932,2.97645845,3.309743569,2.401923242,3.569369902,107.2141333
NFP,7.01,7.51,0.5,227.9050817,8.175916903,238.6502561,216.3818951,-11.5878831,34.03303598,-50.08338613,1.088768206,0.2,0,-2.880072674,0.205878847,3.177197045,0.47995374,992.1571747,309.4173464,28.34061107,7.647353623,-31.24040857,-65.6356241,-78.64790933,-61.13679289,-82.92123428,-24.39710164,19.85285962,-12.26624202,-42.30768164,12.06008788,3.722605797,5.938874611,4.374581742,6.440549972,2.308850958,2.480943615,3.518672454,2.304388,2.538476478,1.866285491,2.097022406,1.466333987,70.98990426
NFP,7.11,7.61,0.5,224.2079969,11.94408327,238.6502561,209.7114768,-55.27303517,42.93332152,-44.85345643,1.073343706,0,0,-1.174554245,0.061015852,1.144719377,0.343700138,942.9341226,295.5512006,54.45796957,22.27863731,-1.47847668,-59.02198192,-85.04512626,-76.32765622,-74.63167788,-24.75213234,24.33749145,-10.17641369,-44.13077051,8.831399553,1.94265604,4.273147598,2.684164079,2.41830764,2.285687405,1.747063443,1.735482177,2.105254126,1.902406491,1.783118827,2.158227158,1.205402978,55.30980579
FP,7.21,7.71,0.5,219.4006464,13.76430652,238.6502561,208.808771,-86.70565827,15.01307669,-74.08107116,0.876261399,0,0,-0.741969172,0.057474281,1.144098426,0.288948228,902.0407703,293.1263776,74.01171307,23.94273031,3.404236121,-47.9679263,-84.61850622,-80.11161186,-70.67999469,-19.50550904,25.52267081,-6.211092202,-43.66150507,4.839619535,1.373675453,2.102377114,1.467196875,2.158296058,2.15733388,1.395996556,1.611946245,1.880759708,1.921441657,1.862671774,2.101451414,1.118194526,30.27927772
