classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
NFP,12.03,12.14,0.11,183.7193598,18.37632022,202.252464,201.6570117,-4.374470968,0.060938741,0.524536413,0.175039007,0.48,2.52,-0.250590958,4.73E-05,0.126678005,0.061101604,919.0960541,357.8699011,111.1617189,-56.05303426,-61.3132081,-24.58783644,-21.94873936,-0.34034303,16.17503068,15.40038207,-14.11874094,-16.49945686,-18.04665202,5.007142626,1.951841487,1.960512948,2.089227432,1.621486688,2.204239768,1.562557374,1.253934403,1.375702267,1.524655016,1.252460282,1.967387877,2.453215567,18.87475251
NFP,20,20.5,0.5,189.1426644,32.39871768,213.7008336,96.53601646,-108.4547308,885.9862605,229.8493651,5.893918676,3.34,0,-0.128583933,0.000357507,0.508900227,0.151771419,680.1914353,226.2243682,136.7692699,49.60062578,8.146359338,-14.8325884,-34.93140899,-32.64548487,-26.98665598,-23.22958822,-22.50042193,-9.474507814,-11.94463403,10.82245122,5.504657706,2.588835746,2.957252551,2.360850857,1.623855502,1.940290675,1.698365191,1.667972975,2.291718761,2.019783133,2.265515539,1.785381421,55.3880985
NFP,20.1,20.6,0.5,181.5987284,34.300116,211.7336767,95.14719083,-62.92797707,1078.062488,229.9732307,8.786616414,0,0,-0.108539813,0.000320957,0.508900227,0.144750094,616.6208547,194.2022414,138.9509004,56.56753753,10.62718959,-14.9547031,-33.25792687,-26.04329025,-22.50652098,-16.26010086,-20.73830688,-12.09274145,-10.66879684,11.02600729,6.947920407,2.544803908,3.00368621,2.881704678,2.06881777,2.028873483,2.058811281,1.759637068,1.750153891,2.032035799,2.194252015,1.824587125,62.84763972
NFP,20.2,20.7,0.5,176.5926811,29.95114835,188.4139577,96.53601646,103.9063106,579.6752189,228.8990336,4.038663958,0,0,-0.039483402,0.000208008,0.508900227,0.140035951,580.6038941,173.9269709,142.1983325,64.75664948,15.61457919,-11.21331001,-28.11957265,-21.90648173,-23.02308691,-15.43634899,-20.26946889,-11.79475039,-9.940952858,8.794525642,5.734412756,3.041152361,2.960423363,2.873742343,2.124835066,2.165537703,2.346535929,1.695896023,1.634694996,2.025139034,2.185787429,1.775645174,58.11987763
NFP,20.3,20.8,0.5,179.5230964,6.556993181,187.1259566,177.6729172,-6.884496484,9.185794774,-21.09077435,1.688508252,0,0,-0.056137115,0.000185253,0.508900227,0.140476766,580.0707628,170.5232652,140.4887371,69.53329837,24.36910905,-5.085326563,-25.96565853,-20.87245545,-20.6697487,-11.38716891,-14.39433124,-10.22077065,-14.04746767,8.997296692,5.736118106,3.099334564,2.8335953,3.101553987,2.516522004,2.51149717,2.710193062,1.755721799,1.364676279,1.683405188,1.984205708,1.674170851,53.72756328
NFP,20.4,20.9,0.5,179.0493407,6.770974491,186.4761733,173.1187363,-6.268858508,12.62889494,10.83789772,1.55206355,0,0,-0.00573216,0.000114512,0.508900227,0.137319578,563.3636381,155.3050167,133.7473909,71.38648676,28.70572128,-0.556876448,-23.80802016,-20.76693962,-19.72174549,-7.627861203,-12.76323421,-10.17250515,-15.45238437,7.443560362,4.685871296,3.351173545,2.645579513,3.156392505,2.369418446,2.62361368,2.912621484,1.652425284,1.644130792,1.912850875,1.893880779,1.48074526,59.05742327
FP,22.05,22.55,0.5,169.8519427,4.822949817,174.6737793,170.758991,-1.555259684,1.009123702,-0.295506741,0.595737975,0.54,0,-0.006150305,2.28E-05,0.508900227,0.136763115,582.2933132,171.2647633,125.9067962,61.73036982,47.41981915,24.72299574,-10.8639258,-21.84659578,-16.30844579,9.343208727,2.363305192,-6.185525175,-13.76443302,6.185259388,2.836842025,2.068025816,2.669204946,1.915051715,1.937085964,2.186458604,1.423780127,1.800089067,2.389340663,1.645304062,1.017830395,0.983854488,27.70957699
NFP,22.82,22.98,0.16,167.7057644,12.01479575,180.5334616,178.5504842,-11.90765701,0.305913048,-9.257908424,0.406374514,0.2,0.1,-0.433857842,0.000238107,0.175566893,0.058730438,758.2202163,138.3705547,117.0578723,101.0342912,23.76824115,55.88695095,-43.05765383,-50.27377117,-27.53917955,-13.03529304,-19.23290105,-24.78945508,-25.18288224,10.19313252,20.44050962,3.603208362,4.922176581,8.506707521,5.537828164,3.711804163,6.015860718,2.850722995,2.354516432,3.68829594,2.553952565,2.186537369,37.23339515
NFP,23.08,23.58,0.5,180.7940468,4.415119087,186.6320527,179.6874286,8.39208536,3.372564066,-6.367427642,0.647683052,0.1,0,-0.037701172,0.000401849,0.508900227,0.158021344,736.0770217,264.6572267,132.9331833,15.62494681,-18.9133397,-27.39124292,-40.27583951,-29.1033726,-21.54826147,-16.03170999,-17.21425742,4.415553096,1.468106422,8.251112188,3.041538401,3.328767692,4.433525424,3.743171083,2.078753653,1.19921218,2.46167139,2.18614151,1.804035428,1.853873529,2.615591507,1.595291068,52.14452952
NFP,24.65,24.99,0.34,172.918581,8.721677894,177.6303579,174.3136976,-1.412200736,0.94995918,-6.408624609,0.573526829,0.8,0.24,0.029647494,7.60E-05,0.351122449,0.101811326,632.5887295,218.7623567,169.6373605,80.1637202,22.32334755,-13.71580214,-23.82991906,-6.839392212,2.309735938,20.61816476,6.593894136,-9.319923403,-21.61302917,7.090414739,3.038217241,3.090780187,2.417364943,2.265476109,2.273806081,1.56135669,1.505746289,2.024555058,1.535234091,1.68887958,2.122662725,1.375518435,29.35222898
