classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
NFP,6.79,7.29,0.5,243.1310981,21.9425508,269.0139725,223.0691695,-6.871496633,196.2184962,-84.29289425,5.922856877,0,0,-0.102002755,0.018973715,0.515193909,0.197347654,701.2128447,178.8092412,102.9573666,60.19244566,16.13501603,-1.275279282,-55.82105233,-45.65851652,-38.89955856,-36.62377555,-26.87972531,-8.450827611,-28.47534693,14.11231253,9.716793821,6.023144909,3.766856538,3.058822059,2.951672959,4.147569535,2.406138333,2.087834653,2.088016464,2.167605456,2.60213479,2.098656233,73.08210764
NFP,7.76,7.99,0.23,237.9905503,12.37698341,254.6752432,238.2673599,72.56522572,8.320148016,44.403621,1.495116337,0.17,0.17,-1.36205504,0.007437564,0.432790442,0.152892281,926.8759772,287.9386673,52.40589441,-9.648503026,-32.78274915,-56.27166541,-66.59555681,-22.76155561,-1.456599982,-23.43070889,-40.5967198,0.566968495,-14.14836363,17.05497381,13.09693487,8.876721294,5.074126513,2.751290074,2.519402312,3.233565707,1.661861376,3.984111608,3.165866944,2.958678955,2.38827234,2.110183541,50.16731924
NFP,8.16,8.34,0.18,196.2430934,14.20402766,216.3052643,196.1499785,-124.4315633,18.122059,-139.3896699,3.37209436,0.17,0.35,-0.06549689,4.71E-06,0.195566893,0.053889239,698.4084663,192.7482701,64.76194157,23.75574424,34.59575912,14.7115285,-9.065576558,-5.356701895,-15.12204155,-13.34443951,-2.611496254,6.694829321,-21.9701066,6.881588301,3.707122458,3.064020728,2.774148931,2.129980845,2.730499969,2.516691686,2.734716838,2.344684827,2.656016874,2.422977006,2.889539721,1.77347972,41.98267238
NFP,8.69,9.19,0.5,207.7342982,5.649679179,215.1094682,204.6400503,15.10991058,6.473572599,19.41236232,0.566147261,0.35,0,0.217523136,0.002381246,0.508900227,0.22842218,917.106891,316.6699382,56.08362211,-53.90936909,-35.04581378,-42.09003054,-64.42420137,-21.39971966,-0.067299874,-14.70675903,-3.262562846,32.14762194,-7.820371893,7.260579547,1.441414615,4.975024273,4.06451176,2.094304108,2.282236588,2.061407491,1.400915117,1.717740008,1.825512964,2.065439614,3.338396162,1.694405367,39.96621495
NFP,8.79,9.29,0.5,208.8563314,4.848387132,215.1094682,207.7747382,-0.622779974,3.344132239,8.820898163,0.447234112,0,0,0.090459999,0.001646894,0.508900227,0.236140387,941.3183607,317.4426524,39.00123836,-66.56049219,-40.18279828,-41.16287551,-69.08598695,-28.0141355,-4.872939285,-21.08260184,-0.433627097,46.56354196,0.071787677,5.524274336,1.458398888,3.662174676,3.160045002,1.83882524,1.911247309,1.753180244,1.325551145,1.535392819,1.389805456,1.937634338,2.354308368,0.912437712,38.80926355
FP,8.89,9.39,0.5,208.5392829,4.891006192,215.1094682,209.1183305,-11.19477756,0.691592451,-8.515035364,0.313387291,0,0,-0.132752268,0.000358749,0.508900227,0.236168871,957.3504682,323.1190522,28.27725655,-76.35234597,-38.19635125,-38.96264648,-73.3400276,-30.68493391,-5.154357851,-20.59128914,2.638163124,50.02349124,2.060674594,2.020817848,1.001495842,1.740326569,1.39794603,1.244658535,1.384274108,1.060874217,1.351895716,1.458883216,1.298752585,1.447885527,1.069714893,0.985810291,31.11764699
FP,8.99,9.49,0.5,207.6810988,4.932141359,214.193313,208.5403044,-9.622458565,0.947081411,-8.838533267,0.31805509,0,0,-0.304550818,0.000561399,0.508900227,0.223902892,935.5163975,318.6401717,38.68627891,-69.0697545,-37.63700079,-35.64223205,-70.72108064,-36.56148106,-12.80547545,-20.58864827,5.586899968,46.70642908,1.140940927,4.732527401,1.473362862,3.35096356,2.519386888,1.365559832,1.219618076,1.065913452,1.312592181,1.288941556,1.323498358,1.24398024,1.345324914,1.053662308,22.4962092
NFP,9.76,10.26,0.5,207.0250481,15.11864013,225.406254,198.3705603,58.70514799,20.44252719,73.8659972,1.144098885,0.26,0,0.718477515,0.033062394,0.722502141,0.273133667,907.4019613,317.455617,60.13311096,-42.78227298,-13.62700528,-8.047600273,-41.51178307,-19.24091881,-18.30009341,-16.41837929,3.447887098,14.40894449,-10.10981624,14.91063971,5.276984954,8.425271823,8.475260538,3.780037591,2.238002271,2.941615634,1.970267806,2.620967554,2.381946172,1.432123282,1.911062145,1.466430195,58.55412379
NFP,9.86,10.36,0.5,217.6749565,21.58062812,248.3994537,198.3705603,134.1564023,25.08299925,129.1071681,1.371129717,0,0,0.752965857,0.033424169,0.735702501,0.309130081,945.208123,338.2852524,49.33720119,-66.25948687,-16.45721202,0.443102661,-43.44691215,-27.21261908,-16.24445459,-12.12303225,-2.596651521,3.160953583,-20.34283265,13.64194001,4.257959779,7.785179076,7.359615093,3.216120239,1.587137025,3.024288798,1.822416293,2.386093615,1.998434911,1.520879937,1.784106575,1.983296755,56.41123792
NFP,9.96,10.46,0.5,229.1102431,21.54347483,255.9182225,200.6693137,143.5567659,29.176593,144.4612386,1.534753092,0,0,0.008557281,0.057600773,0.752730123,0.281009917,908.0473349,303.4128573,37.04352334,-55.46220442,-10.35258856,-1.074640472,-41.187164,-27.14641535,-18.19471059,-11.74322306,-6.547203227,-2.223885329,-26.56237199,16.44542908,8.396327218,7.761844586,7.693392403,2.922616861,1.961449831,3.12241739,1.929321331,2.43422187,2.087010151,1.598724101,1.793334807,1.810907429,58.17990751
NFP,10.06,10.56,0.5,236.8681907,16.46333158,256.4034039,210.7503652,57.90701422,148.2011791,41.83372346,2.179015757,0,0,-1.011065197,0.046022166,0.760068545,0.269411987,895.8621253,261.151902,7.219050649,-38.11920443,-8.173963061,-13.27228523,-41.50096976,-23.85046711,-19.33975086,-8.687829782,-9.867442765,-7.853335773,-29.16665221,17.82420387,12.80798753,5.799974455,10.14602225,3.495145211,2.680555278,3.205180563,2.369694181,2.522166448,1.831945238,1.737347822,2.003820851,1.815476154,59.47251916
NFP,10.68,11.18,0.5,229.7059069,16.75052768,255.0295129,213.9254885,-28.85663621,175.0262224,-64.07479572,3.279620581,0.12,0,-1.162649718,0.22192567,2.303223871,0.282615288,947.930381,228.9509239,2.37474551,-23.8401526,-23.15270916,-2.580120782,-90.19114052,-45.12971842,-31.43971677,-32.51945013,17.22013609,25.6224229,-19.01554116,13.28642092,14.42914995,5.111556597,7.0684222,3.915683596,3.555361158,3.072484341,2.505690438,1.623810064,1.827746972,1.653827569,2.231171043,1.574971542,115.4730909
NFP,10.78,11.28,0.5,226.0284958,13.88885078,237.2131904,213.9254885,62.01057026,5.086886511,58.75531035,1.709467728,0,0,-0.381728295,0.071952907,1.959450096,0.211650533,898.9661056,212.2986634,27.21992332,-11.69118051,-27.77226465,-2.619359492,-80.71217562,-45.35459704,-35.00837694,-32.07815766,17.79087212,23.18443946,-16.43215116,10.89180071,13.22552159,3.880680559,6.459679005,3.444038967,3.567793115,2.828010311,2.631146068,1.671621077,1.888078502,1.689895953,2.013244495,1.408731909,85.51256483
NFP,10.88,11.38,0.5,226.3451169,9.63649093,238.9843353,216.3777606,56.11592998,4.304139874,30.73862471,1.459768527,0,0,-0.014406478,0.011284177,0.508900227,0.181893975,872.3963284,201.1048516,37.91711144,3.20110542,-25.26038392,-6.632176009,-78.93886489,-38.64585775,-35.69940641,-41.7106015,12.19800524,20.58000428,-16.10945581,11.13860654,12.45692674,4.105476098,5.743820055,3.483505295,3.846489733,2.755775797,2.911495038,1.393628527,2.260343152,2.255118441,1.935238478,1.348703183,62.1713341
NFP,10.98,11.48,0.5,231.0502058,6.696689783,239.9268946,228.5944139,26.65500924,2.835025533,16.14625195,0.828450523,0,0,-0.114991789,0.011150083,0.508900227,0.189469474,872.3136282,228.2593794,30.66172311,-12.17170753,-16.01863954,-19.71034688,-79.64424552,-27.83925773,-30.5677976,-40.89753682,10.7052912,25.11060682,-19.87635299,11.47150505,10.83880105,4.338745452,4.811628924,3.039838689,3.661045435,2.75651387,2.590921475,1.415500662,2.482859712,2.469819518,1.913483477,1.33376352,37.06989405
NFP,11.97,12.26,0.29,187.2383918,6.87829209,195.397624,191.9657097,-1.879973639,1.838661569,-1.61492098,0.423511792,0.43,0.13,-0.046360581,4.29E-05,0.30223356,0.08650618,661.4530434,167.3737046,107.0315307,117.5226397,72.38686245,-8.836419788,-42.16512396,-37.0969899,-47.36009362,-43.60697127,-22.21175091,-7.737290357,-32.04386224,4.737535149,3.779916569,5.098080923,1.888160141,1.874540104,2.160798993,1.989305692,1.836262713,2.502180081,1.935781023,1.893269303,1.375937068,1.69208759,24.38622378
NFP,12.39,12.89,0.5,195.323703,10.4286297,210.5166845,193.1030734,22.21739495,13.95465601,12.09514425,1.012446588,0.13,0,-0.189850816,0.000321458,0.508900227,0.158033813,719.2075532,224.4598991,100.4220973,45.33131093,38.9517722,-3.909130769,-66.62027244,-76.39344602,-56.59632909,-17.44630936,9.1747857,13.40851513,-22.46194306,10.792611,4.775052407,3.450210199,3.500463168,1.799248829,1.540139309,3.609402367,3.32671352,1.573860234,1.719795871,2.974967335,2.757612073,1.105910255,25.15675344
NFP,12.49,12.99,0.5,204.8745016,19.50319943,234.7596573,193.1030734,88.41376641,49.85846802,88.66385038,2.206557422,0,0,-0.093742606,0.00021059,0.508900227,0.150321862,684.3165964,210.8247132,108.4284233,47.51819583,26.40031002,-13.08072975,-57.62590351,-58.38487399,-46.54911357,-16.4814622,-2.85741488,1.410891776,-23.51944827,9.522439919,4.702104331,3.187554821,3.424081004,3.135404592,2.763239993,3.353819608,3.994002665,2.317478539,1.825572699,2.902915154,2.697504129,1.10237969,41.51357811
NFP,12.59,13.09,0.5,208.8499416,18.46207179,234.7596573,193.6984188,56.84241842,112.644117,35.96498803,3.291977848,0,0,-0.037642788,0.000208693,0.508900227,0.146627839,652.2462971,198.8104499,121.4363399,56.63900353,22.64209457,-11.80398436,-41.5561443,-41.91444297,-38.96266377,-17.57763161,-12.38908413,-7.331047056,-23.68479051,8.375057911,4.192024152,3.337891704,3.322214955,3.138062514,2.956931507,2.987732442,3.548252777,2.400601299,1.848795754,2.289105678,2.221821757,1.148490511,91.38038805
NFP,12.69,13.19,0.5,215.0897724,16.70735904,234.7596573,193.6984188,54.06431699,111.4458326,85.58962937,3.542754597,0,0,0.004941143,0.000181963,0.508900227,0.144933174,638.2777622,185.511052,120.433608,64.45110616,28.14740143,-8.319838831,-39.12408993,-37.64216168,-34.1249393,-20.77138369,-21.83941005,-15.3618451,-26.32493999,7.501363564,3.519589644,3.360634562,3.215363693,3.468490832,3.111586445,2.74508197,3.04915986,2.261841864,1.834819704,1.657822573,1.547505612,1.106848313,67.01574362
NFP,12.89,13.39,0.5,216.3836655,17.1006031,235.2295332,189.5189795,-59.70281142,184.1933929,-130.3607561,3.049296595,0,0,0.074278924,0.000476756,0.508900227,0.14874354,668.9146603,199.8329596,114.9248437,58.29050235,30.7179079,-11.39712186,-50.94481607,-45.96174356,-36.34067781,-23.50142779,-14.00270253,-2.46170575,-24.32719847,7.126675195,4.335543322,2.545870725,2.924971657,3.37308921,2.955871046,2.292552153,3.190494572,2.259787847,2.046819294,2.240740851,2.261845888,1.368869232,43.7402036
NFP,12.99,13.49,0.5,206.1545756,18.48087592,230.630829,185.3548866,-78.34472159,109.3902379,-76.64913172,2.717369403,0,0,0.025393506,0.000559844,0.508900227,0.147878219,672.2643616,199.5712046,112.7994287,59.94185633,37.90269792,1.702841736,-38.34748127,-46.84327468,-40.52396545,-23.8436082,-10.28573437,3.313902696,-19.63835484,6.394946492,4.384680321,3.104917818,2.682655539,2.400950773,1.768832306,3.374961006,3.328922375,2.054785303,2.021899346,2.172895298,2.132029289,1.696305162,47.16957644
NFP,13.09,13.59,0.5,206.8851544,19.0368235,230.630829,185.3548866,-44.54927466,247.2364975,-7.939712658,2.93174377,0,0,-0.014350701,0.000630164,0.508900227,0.147094036,680.6366368,200.656667,104.1394831,49.14806033,28.98049786,-1.75937986,-38.69158294,-44.58501174,-40.57624062,-25.50744687,-12.35467642,3.160612681,-16.96296795,6.931782246,4.950738396,2.621182924,3.276988701,3.521163473,1.972985624,3.570412897,3.484821455,1.977795531,1.968518667,2.296167636,2.137655674,1.734239067,45.80141338
NFP,13.19,13.69,0.5,201.4336575,17.52339914,223.9769136,185.3548866,16.04346371,163.3180375,-161.9013823,3.07180585,0,0,-0.010961726,0.000635901,0.508900227,0.148250212,666.0483707,200.1636648,116.1560441,55.13293392,26.25962527,0.476551967,-26.81952046,-33.51596067,-38.94059785,-25.46190992,-12.80293632,3.952155578,-14.40314368,8.015221983,5.003042777,3.714273404,4.01468291,3.342306747,2.207358984,3.6180613,3.375032248,1.987698069,1.925810659,2.27178067,2.07115928,1.653398849,79.02207358
