classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
FP,7.02,7.52,0.5,134.7984585,5.357000906,138.9323918,130.9851574,-13.32798613,2.752299975,-0.662059828,0.468224373,0,0,-0.153737928,0.00013283,0.508900227,0.152409193,687.7438427,194.3179968,125.5710679,89.49777906,51.31880034,65.81614614,25.6545636,-34.61158726,-16.15139472,-14.28885719,-20.24543227,29.50319758,4.801526408,8.873493198,2.811174428,2.049503675,2.043326494,1.217084018,1.7327313,1.825970872,2.028644846,1.465504505,1.262804032,1.204097393,1.716713812,0.966678177,25.95270766
NFP,7.83,8.33,0.5,131.2462596,3.476520923,135.5425052,130.9188939,-5.343248705,1.108620211,-13.10002083,0.60051506,0.25,0,-0.015465879,0.001664908,0.508900227,0.166904209,732.6084399,227.2308467,125.928469,71.8464651,38.83330334,37.81744978,15.42637844,-13.13704165,-14.39911615,-9.623974716,-9.118494744,19.93202201,2.427019264,15.79754274,6.996503995,5.539400828,3.8067217,3.697631065,2.678511593,2.774127057,2.214968913,2.071618717,2.087142705,1.536267994,1.809411439,1.847033434,58.55487123
NFP,9.64,10.14,0.5,140.794676,7.109566143,148.2852563,126.6365629,-23.00174517,20.08651102,-41.68213764,1.125355993,0,0,-0.911448689,0.00423378,0.508900227,0.201110735,631.3885853,191.5784928,148.668309,103.0946235,74.11643121,44.12900992,-3.826003566,-33.34596163,-21.97347874,2.448513428,1.176951102,14.28275355,3.806518754,16.26105007,9.135466334,3.542514893,2.669126982,2.467615765,1.73272355,2.678904026,4.946134584,2.058828699,1.273788936,1.255518333,1.325831004,1.508904798,41.21566801
NFP,9.74,10.24,0.5,136.4144626,11.43899974,148.2852563,119.5110136,-57.45510682,27.43011392,-48.10808819,1.427400752,0,0,-0.478205193,0.004245993,0.508900227,0.165930387,617.6780122,143.759051,120.6220384,119.9585372,69.73884671,37.80840198,4.263105532,-14.67242585,-8.856157682,-5.113419541,-1.938591464,13.28630677,-5.306317443,14.8901446,8.852988769,6.725350814,4.923117564,2.345739729,1.796459077,2.265563207,3.969131829,2.411838556,1.82134672,1.488768648,1.333731116,1.963930865,60.01547786
NFP,10.46,10.96,0.5,132.2053715,12.08702763,146.7766163,120.9963807,-36.60921212,60.26157743,-6.844919088,1.404924407,0.17,0,-0.108707193,0.022599574,0.602704631,0.282220545,877.40838,327.1496755,140.4126315,43.80544268,3.110066419,-21.36020261,-43.99794155,-24.76460422,10.20232479,8.676945903,-35.94417731,-21.9727536,13.72792822,10.94648762,4.67536956,3.839097807,3.240272415,2.384619941,3.285491105,3.105090438,2.954348479,3.403246669,1.801218431,1.756247053,2.967353029,1.808425068,75.17370167
NFP,11.67,11.8,0.13,110.7985268,10.26753264,122.6981998,119.0160503,-61.00353258,0.264229638,-72.84626384,0.859263337,0.6,0.13,-0.126909423,2.62E-05,0.146678005,0.041930058,638.8576455,214.3089957,157.9758035,57.53662922,8.725892003,-12.68569605,-26.46863809,-7.785269718,4.832432948,15.47718502,-3.308104967,-8.802081441,-14.34435773,24.32804039,14.90752312,3.80629294,2.42828767,4.261640442,5.434418895,4.179195233,2.420862738,4.905047399,4.795859596,3.028693746,2.203450603,2.807573671,35.71245819
NFP,11.93,12.4,0.47,122.3123704,6.071736204,131.4602266,115.379426,6.885291822,19.70654623,1.207691321,2.06983923,0.13,0.19,-0.127190392,0.001566586,0.480011338,0.153886822,725.5239394,249.7853089,148.2886101,61.76713106,14.45958872,-13.49869828,-34.98558651,-20.5174431,3.322598383,10.40086446,-11.73781999,-9.316849658,-5.297933352,8.952430347,6.822796041,4.070235433,3.586245793,3.907802796,3.815971273,2.721943093,3.120065268,3.366088813,2.432021286,1.567841215,1.737047169,1.862760212,42.86225751
NFP,15.23,15.57,0.34,128.848332,7.078664903,137.9397109,121.6150686,-53.44976843,4.889556639,-63.0275187,1.369086296,2.11,0.13,-0.48537435,0.001746173,0.351122449,0.14659874,821.1919516,264.5529383,118.9536132,82.96781046,61.19436296,51.76605571,-12.04183666,-49.6572151,-31.31479731,-11.76817583,-10.08890788,8.705252475,-8.987485708,17.69965174,6.651894127,5.764888621,4.472760014,2.775607863,2.974739873,3.584197838,4.26442291,2.423927843,3.451251021,2.105492621,2.268600894,1.956014986,37.30270391
NFP,15.7,16.2,0.5,116.1150685,5.257971336,120.7203719,114.2693957,-5.183069614,4.619831643,-35.94806761,1.297606526,0.13,0,-0.169904162,0.057657222,0.89348988,0.226719696,769.5284856,242.0090504,108.8150051,33.92771996,-0.894470234,-14.50508269,-32.49462081,-18.22709889,3.951842868,7.842514217,-16.96501805,-7.464102938,-5.479748605,19.95411625,11.04478586,3.402164685,5.560274212,4.089095672,3.888762062,3.091978212,2.955852747,3.195543144,2.826346169,1.991944532,1.603600265,1.987440759,76.31294986
NFP,15.8,16.3,0.5,117.7117071,6.830939725,123.8093042,114.2693957,4.270406437,8.059009327,-1.694246706,1.156637982,0,0,-0.6294203,0.045988677,0.802632921,0.231457276,815.0942851,279.1590234,114.3199845,15.81888305,-17.11444542,-34.49930736,-42.38511134,-8.298231109,18.78042387,19.31129521,-10.84379794,-4.184733391,-1.980332232,17.00796497,9.75973193,3.925934026,3.483494568,2.795295249,2.660982774,2.736339638,2.240900546,1.791085034,1.487649941,1.644013005,1.614914738,1.807801607,69.67407463
NFP,15.9,16.4,0.5,121.8681116,10.11107894,136.4733242,114.2693957,43.96153343,19.42752948,33.58638117,1.266892552,0,0,-0.64846605,0.026948912,0.733130503,0.220530712,808.6783238,291.0515812,134.0520464,25.36256182,-12.23329488,-33.00064318,-39.74406277,-2.05065236,21.80416684,20.06120126,-4.968327256,1.000091209,-1.006107116,12.567151,7.025184882,4.695291018,4.078591077,2.817310874,2.482047234,2.392256327,1.817720843,1.331608701,1.204817745,1.478826655,1.606942842,1.417714188,47.69572534
NFP,16,16.5,0.5,126.8468448,11.5899447,142.1638841,114.2693957,76.37954689,21.14198062,75.88695144,2.240768516,0,0,0.397893815,0.002278631,0.508900227,0.188577156,729.2160145,263.3131278,161.7462995,58.6782416,11.31294046,-14.21962272,-24.99571369,2.668392833,15.67882574,15.17196884,-3.120465378,-0.395895661,-5.616322575,9.633155163,6.046598577,4.821283687,4.606985372,4.413824692,4.017148428,2.633738683,1.474399524,1.786578593,1.312213684,1.359014255,1.631788258,1.271744503,47.55886241
