classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
NFP,0.93,1.3,0.37,200.3763129,10.85634116,213.3064244,196.7231427,-26.13252853,14.63810311,-44.41964925,1.618733823,0.91,0.1,-0.083409797,0.000677989,0.380011338,0.115532842,625.0678034,200.1839239,156.1305369,76.48859585,15.91996524,-12.32989199,-26.30009789,-27.33526002,-38.98856157,-31.68038495,-35.02762152,-30.81587659,-16.34530427,10.90739777,7.501764982,4.953562982,3.400581595,4.008131186,3.052653072,2.09488822,2.21169821,2.116859699,1.297946129,1.666292379,1.684306874,1.772042895,60.59613522
FP,1.4,1.9,0.5,190.4981566,6.909094242,199.5808314,189.2216229,-0.376416915,8.820249583,-39.68503914,1.311582435,0.1,0,-0.254945624,0.017680385,0.508900227,0.222153181,853.3604544,193.1321609,108.794185,98.11033018,-20.67725382,-12.20196826,-50.71534655,-50.35245676,-58.90010046,-23.57357733,-6.290575163,-18.59836918,-3.249214344,8.908072332,14.03224392,5.74615874,5.196082803,5.755370286,2.447033164,2.581131332,1.735140641,1.99052542,1.660678584,2.045508539,1.599691994,1.782086735,39.04042354
NFP,1.5,2,0.5,189.0285134,7.186591771,196.6462951,189.2216229,10.35608071,3.389677747,-23.22131533,1.184707428,0,0,-0.312353236,0.017457169,0.508900227,0.209270916,841.0697476,162.4570364,96.55070287,99.69852718,-24.74695289,-5.146992127,-46.49977263,-46.79957246,-55.45430822,-26.78673932,-8.903901439,-19.85188,-2.720741787,9.278847349,14.70877018,6.57225684,5.850084304,5.941130959,2.818565978,2.840999092,1.953765963,2.203599514,1.827226178,1.889805566,1.799785712,1.784984847,123.5578804
NFP,1.6,2.1,0.5,188.498103,7.47391236,196.6462951,187.8256427,-6.445111049,7.954787254,-21.68543684,1.346650379,0,0,0.035893813,0.012962933,0.508900227,0.189852106,808.4232117,156.1824064,104.9454669,101.8853691,-17.53167649,2.324657102,-41.18239643,-38.72952159,-48.88164816,-27.73389602,-13.97216455,-21.49635849,-5.614256107,10.00804781,14.14676972,7.188109617,5.739381021,6.178082438,2.5109537,3.15698233,2.003949953,2.023349313,1.865480191,1.907887842,1.740162831,1.884413351,144.2881881
NFP,1.7,2.2,0.5,191.0915241,7.741057958,201.2478916,187.8256427,-8.209471205,13.99080636,-23.34159356,1.715192995,0,0,-0.056009262,0.012792641,0.508900227,0.206078233,787.2115166,205.5447797,127.4433119,98.04366762,13.59334551,-7.091626788,-50.73187035,-38.69424564,-40.94652614,-30.8693283,-17.31954571,-22.68710689,-12.27713186,9.625176395,10.7421117,6.549624543,5.344400036,4.662921862,3.113530379,3.767322889,2.038210518,1.436461527,1.674546568,1.649596068,1.715473562,1.127404362,109.8765219
NFP,2.2,2.7,0.5,193.0374252,9.426578215,203.7545513,189.705049,-13.27355469,18.24493633,-83.12287695,3.351211248,0,0,-0.061995187,0.002850848,0.508900227,0.162240625,780.9428099,201.984045,69.9169527,46.75276599,-10.38274304,-16.67433557,-10.84422065,-8.293548265,-39.11918618,-27.571712,-17.02707223,-20.36854824,-17.06488543,11.02431868,9.355094726,7.690396989,4.966030921,3.942601063,2.505200299,3.744605213,2.541129103,1.696319579,2.121815615,2.299155633,1.744044437,1.354405223,134.0047952
NFP,3.22,3.47,0.25,184.9018973,8.216135633,195.4538727,189.3121366,11.72932786,4.01686764,-2.498760834,1.046018116,0.14,0.16,-0.234845178,0.000673485,0.264455782,0.090380014,654.3107807,208.7486334,159.762395,106.0889571,48.47974584,-5.010539123,-44.10252834,-35.14227503,-37.53209178,-32.13485209,-30.24134657,-25.14636375,-20.34562421,13.05221669,6.708915747,7.037060123,3.631322862,2.866279858,2.621009775,4.737008435,2.351913251,1.499184746,2.562732904,2.57336949,1.717827164,1.622540031,29.04312795
NFP,3.63,4.13,0.5,173.6310617,31.09548728,193.5296051,94.54959565,-151.298614,676.3275394,-292.3281202,3.814776087,0.16,0,-0.387840846,0.004352376,0.508900227,0.193870038,808.5168563,283.6607855,150.7107506,36.17545233,-56.20126318,-46.62225576,-21.47483833,-7.901917471,-10.8696033,-19.5353887,-35.03532898,-24.56715156,-3.441842466,10.34051463,4.049301061,2.290734296,3.307617898,4.35425219,3.351365839,2.270167949,2.478476852,2.150278574,1.689776293,1.681745056,1.537061584,1.167073634,42.47462709
NFP,3.73,4.23,0.5,172.6296108,30.78761545,189.7402601,94.54959565,-78.67733393,899.5773704,-53.89118,5.965563424,0,0,-0.222845679,0.006786099,0.508900227,0.183709844,766.6399816,265.2107368,153.1273865,50.75898577,-37.77800897,-35.81592569,-16.35173118,-7.642795106,-14.39416827,-19.68030419,-31.15008384,-21.20506106,-5.280874808,12.21427587,4.839153275,3.607664059,4.23793705,5.798419144,3.822927567,2.204934434,2.507270944,2.605295919,1.699998499,1.664222078,1.339183705,1.292840955,46.19273469
NFP,3.83,4.33,0.5,175.5504605,32.07906955,198.5120288,94.54959565,-10.50251252,1091.3745,-46.02240163,6.49131102,0,0,0.54226081,0.011018398,0.514913589,0.20068261,785.4124909,261.9905686,147.8627422,64.19348597,-29.47294033,-37.67207201,-22.70644523,-16.11661139,-23.25242128,-23.45099248,-26.95114217,-18.37271907,-3.768994549,12.69745799,4.234641376,3.815598644,4.128246457,5.795012947,3.771050475,2.807217861,3.225322783,3.28058003,2.02425071,1.848343057,1.653135256,1.454582957,46.11222013
