classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
NFP,1.96,2.34,0.38,178.6973452,6.219040564,186.4531547,179.2441153,1.729828987,4.358753966,-6.675859911,1.151588116,0.32,0.1,-0.064845544,0.000490052,0.391122449,0.119444226,755.4109178,257.7784879,107.8719269,-5.77202398,-22.431461,-30.1241847,-52.28494822,-30.51165062,2.038838692,20.8002119,4.505303695,5.890714768,-4.532748426,11.34620211,5.286497835,3.581754504,3.586551269,3.136797561,2.599179859,2.574758874,4.057646619,2.72460727,1.854507095,2.083156921,1.875956658,1.506270999,74.79861397
NFP,2.44,2.58,0.14,175.8624756,15.92040967,196.6271243,177.8280674,-100.2144854,38.86184281,20.83542959,3.767726701,0.1,0.16,-0.168098218,5.14E-05,0.155566893,0.046419567,747.2329515,269.7525495,110.4241804,-41.43739562,-66.54790769,-43.02487606,-32.35791106,7.140142588,26.59567868,15.16469313,-17.99461714,-9.092979247,-1.915182988,7.391779161,4.763995694,4.462434129,3.502587589,3.958471751,5.34304933,3.557637231,1.820727185,2.462288054,3.43467852,3.092954627,1.349220302,3.207754101,37.66258563
NFP,7.81,8.31,0.5,206.8291615,37.95213397,290.7518599,186.9526612,-87.00191769,581.8852376,-18.79355822,3.995373065,0,0,0.217475409,0.270488079,2.502190077,0.444692415,1089.617248,329.667039,20.33156308,-57.29702188,-72.67708615,0.942680625,-14.55908399,-10.11402453,1.226051713,-5.986079516,-31.65323295,-1.890294044,-13.1745154,16.90267086,8.320762559,2.273096807,4.58107327,3.71134055,1.576737349,1.994982259,2.095910146,3.430721142,2.24896839,1.9305958,1.631275312,1.240435522,37.83409269
FP,8.54,9.04,0.5,182.0321279,7.351375085,189.7131857,180.1834877,-19.51139251,2.894541109,-20.62875141,0.412179778,0.18,0,-1.202965369,0.01818697,1.079276762,0.459087014,1082.828085,318.3635587,56.81401676,65.07896052,45.80948266,21.44004846,-96.9123878,-56.28718322,-29.26969477,-33.35698906,1.287389173,8.053386926,-38.62278979,3.859816902,1.548964165,1.72082935,2.437786521,2.847157795,1.965784018,1.849340908,1.193568803,1.255778605,1.427655238,1.046362148,2.474846817,1.490624156,35.64543948
FP,8.64,9.14,0.5,179.1276951,4.356376275,184.6761454,179.7574634,-3.729705352,1.238509029,-14.13847857,0.410537387,0,0,-1.420374456,0.011294023,1.067780408,0.409955449,1050.177031,314.726479,68.24955724,62.52289429,57.26785141,26.9853089,-90.86437616,-56.92844629,-26.86827539,-34.3228647,2.029266489,1.912964885,-41.43420422,5.711822089,1.455936236,1.784157236,1.481344214,2.337729672,1.745873887,1.932462564,0.899738001,0.993714991,1.283521848,0.907679277,2.278983875,1.289870884,32.26679387
FP,8.74,9.24,0.5,181.427207,11.18320696,183.260332,179.0160577,-2.944893412,1.060959402,-10.0211707,0.43186805,0,0,-1.182437458,0.006910221,0.861240337,0.32836075,988.1687262,298.2112936,82.42447743,64.28886511,58.14078919,28.06454672,-75.04785671,-55.05170009,-29.70487952,-31.86696166,1.254585939,-3.364358672,-37.42399015,10.80283493,2.992381848,2.922867643,1.641626595,2.282341916,1.69579777,2.571948649,1.132690427,1.213069995,1.291910365,0.993636618,1.825418539,1.806639613,27.68294646
NFP,9.44,9.94,0.5,191.1885961,11.43268419,207.5292631,180.936552,20.51255099,50.42876083,-8.261894639,1.860806735,0.16,0,3.501997919,0.945029881,4.42129099,1.035036439,1086.637262,382.6229953,111.1301948,22.89306577,-54.52560658,-51.43667325,-66.91074453,0.274390995,2.931641838,-36.3625921,-26.6270123,8.092800715,-4.250452455,11.63168525,2.996449373,4.893456188,3.826316029,3.328357983,4.265386044,2.897894123,2.924556423,3.83732985,2.037792047,1.199338426,2.456880078,2.513099144,61.28945562
NFP,9.54,10.04,0.5,189.2634752,12.94094139,207.5292631,178.1245811,-11.67356832,82.83193878,-18.48288414,1.738326728,0,0,1.783375187,0.992768237,4.384486958,1.054410424,1107.293279,394.6354811,104.2790701,16.43318779,-54.14041299,-40.86831772,-53.07580856,4.781239666,1.081718189,-42.36315172,-28.50189249,13.21152915,-4.891636684,11.79402404,3.262158992,5.042511054,3.98584888,3.25103697,4.957408728,3.415301019,2.4980027,3.920417662,2.245646615,1.087275049,2.495644507,2.420935019,64.2280685
NFP,9.64,10.14,0.5,187.9721129,14.14994556,207.5292631,175.6531557,-60.28242269,33.81503115,-39.77954058,1.246686588,0,0,-1.034535899,0.811437697,4.573449946,1.118259101,1138.379076,409.6831133,92.75925326,1.95786613,-51.32978551,-31.66163443,-42.46042309,2.879716312,-4.718413276,-43.12463006,-26.8265023,22.75988996,4.052386651,8.344002841,2.793850624,3.865169132,4.016049892,3.243668895,5.905925043,4.323337807,2.702409398,4.452574253,2.194772115,1.264163914,2.987740926,3.005899678,54.61654412
NFP,9.74,10.24,0.5,183.2120532,15.20120256,207.5292631,172.9738369,-70.13500803,22.76304263,-87.23689685,0.975409732,0,0,-2.28517095,0.780792593,4.447241178,0.968987986,1134.235446,407.4058048,87.33627673,1.74928749,-36.08015761,-4.995297888,-26.82241221,-7.787243541,-18.66174299,-41.43342613,-24.06371439,28.74123241,11.34858728,8.395362304,2.958153377,3.448562083,3.968045361,3.150772029,5.255234489,3.714766972,2.776447194,3.729233356,2.269923439,1.406405177,2.843968944,2.717686655,57.63368772
