classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
NFP,1.43,1.78,0.35,114.9159609,4.71333547,122.1123011,113.95976,20.94572212,3.872631815,7.400889807,0.671057434,0.37,0.8,0.06696894,0.001272881,0.36223356,0.119517891,768.8642149,246.4373034,115.4075283,53.3102969,48.68908564,30.74250436,-18.74484699,-37.09225221,-33.82841541,-24.20548278,-28.21522911,-10.37084278,3.488903008,9.155295386,6.41337906,3.767905935,5.086607929,3.314359689,1.808482829,1.771552784,2.007935292,1.594129526,1.570894254,1.442980047,1.357770812,1.601392991,24.59710965
NFP,2.58,2.92,0.34,125.6810403,12.66557139,145.0291777,114.963372,26.96038455,69.54473793,-152.6925953,4.044685535,0.8,0.26,0.379478253,0.01651928,0.516400118,0.157940793,885.5567492,280.5106663,86.54398628,28.52933987,3.385579008,9.812183833,-7.787623335,-29.38244471,-41.90709012,-16.31373637,-11.10604861,6.879882321,2.63014841,17.61263974,8.867763424,6.223682332,2.920978971,5.546678127,5.049086882,3.450321727,4.573891328,2.531125651,2.725166735,2.289763958,1.53719747,1.95575697,82.01424051
NFP,3.18,3.48,0.3,133.1939931,7.237786531,142.9136622,129.6145862,-35.0841947,12.1309105,-61.11388624,2.008293159,0.26,0.27,-1.896717824,0.091430689,1.473688905,0.314406321,1096.635396,312.9264579,34.2780757,94.76499243,16.09657084,30.48264166,-24.99962745,-29.20559799,-39.96345841,-16.61081946,-28.47308267,4.874561258,-3.200603334,12.49213104,12.79623553,6.240697591,9.776704288,4.810212432,4.755610952,2.528847349,4.135674796,5.647976757,2.374047906,2.890970273,1.98928472,3.364611819,82.85551766
NFP,5.61,6.11,0.5,246.033339,10.69030506,258.4995491,235.8547843,14.52176869,30.91675493,5.123331087,1.527784935,0,0,-3.62890423,0.57466092,4.922400683,0.639573814,976.9917496,298.4964692,82.32390099,80.33825147,12.25727529,-42.37918114,-99.53408765,-73.78753413,-15.81658981,-23.08055532,-15.10188034,1.353782459,-62.91821158,12.00118872,4.966768037,5.130111266,5.89551975,5.386500431,1.980660533,2.652302306,1.762633355,2.484892207,1.601932028,2.543974139,1.623746709,1.572220441,47.19623866
NFP,5.71,6.21,0.5,244.7590969,8.47088269,256.4610529,235.8547843,30.42983497,14.51775707,9.174031826,1.357776825,0,0,-0.116822533,0.089226408,1.387245388,0.445530339,916.1261763,259.490902,87.14437474,117.5356598,53.2365034,-33.11739041,-97.38899471,-71.00170788,-15.0436275,-28.44276222,-29.66077183,-8.228897031,-56.12280142,7.520970994,5.646072747,5.615699442,4.804008249,4.440316184,1.640264366,3.072540846,1.854716125,2.415060202,2.063265351,3.059128586,1.698611746,1.932507732,38.54605576
NFP,5.81,6.31,0.5,241.813021,12.40214149,256.4610529,218.3343069,-34.89629331,86.15554167,-76.71362852,1.472920058,0,0,-0.525901017,0.089002047,1.358458857,0.41440497,935.0800618,252.2430019,63.88563012,116.3946972,56.04552072,-38.98123329,-101.0022859,-70.57251671,-15.27722683,-36.09714513,-36.04550665,-3.269391972,-46.46437018,6.785393264,5.766853276,5.059914479,5.329362245,4.543121117,1.939422621,2.688543023,2.061332502,2.422402243,1.975279667,2.533408173,2.070355531,3.115455108,31.76672012
NFP,6.52,6.87,0.35,206.7809572,12.99261286,220.8598442,202.5808193,60.87277808,17.06249434,50.51869278,1.489747159,0.13,2.15,-4.824011772,0.121890016,2.031307653,0.396077228,987.3497382,301.5352908,42.00813962,0.372911947,-35.53133646,-63.76990132,-45.01074652,-6.727491424,-15.15890953,-8.638244039,20.91751265,12.22691978,-31.87583328,18.98671509,12.01015177,3.584584883,2.915894583,2.216314205,5.675679063,3.998263544,2.285005215,2.600442333,1.5668505,3.285780051,2.041780323,1.213170661,27.81361303
NFP,9.02,9.52,0.5,218.1996245,14.28444077,233.6353584,211.8399424,-10.10930773,31.57567334,-49.29403915,2.36873505,2.15,0,0.866136889,0.075838954,0.85236,0.295322786,840.4566436,236.9379955,94.35405533,78.28599689,-0.57125589,-29.21138483,-45.63746374,-28.85873092,-8.664747172,-12.54541542,-13.58526052,-9.886688752,-36.13177437,17.27725312,10.39594461,5.797810088,5.275076382,4.248097971,3.329106402,2.764950134,3.399654844,2.472941701,1.743997618,1.962248316,1.615987231,2.448804808,132.5806299
NFP,9.12,9.62,0.5,217.7402162,14.49011553,233.6353584,211.5562349,-20.07478085,27.39630475,-51.74947158,2.371559549,0,0,0.747819647,0.07425933,0.824296381,0.288353907,853.7358545,224.8117057,83.20834659,101.9431189,24.08938731,-15.60646277,-54.20439491,-45.67521961,-14.25793773,-15.09132017,-14.92929532,-6.355633318,-40.63903874,18.19471395,9.768768193,5.792513504,4.319667387,3.018985681,2.348383541,3.176579415,2.201828059,2.141705639,1.793527397,2.074438424,1.670363254,2.557687321,96.06314415
NFP,11.21,11.34,0.13,170.3907427,15.56388165,187.3799425,184.143003,16.25991981,1.54255935,1.908272275,1.083535353,1.52,0.16,-0.227802349,3.40E-05,0.146678005,0.044846398,728.7290696,218.6721731,122.4271131,56.05196105,24.43940998,-10.37075415,-42.77619046,-51.27629265,-50.21334319,-10.65303319,21.06417897,14.64799344,-16.12321675,11.93155098,9.810707765,4.690276441,3.969594329,3.92612371,3.006527672,1.85896264,2.738992427,2.847431462,2.224682237,2.042201493,2.568903692,2.837737162,32.87843049
