classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
NFP,1.76,2.08,0.32,195.6843649,20.58199579,209.4466425,199.1246403,-83.9114439,377.8871185,-461.9516911,5.517066425,1.74,0.29,-0.12008352,0.000456473,0.331122449,0.104652096,699.701751,242.0281947,136.5158006,6.184158158,-44.39786756,-39.8594104,-13.38335731,20.15404125,9.271254714,-9.113523617,-21.54694377,-5.323119361,-9.246737334,13.96577492,8.468962695,3.528526192,5.133255067,4.837841524,3.817348087,1.989377655,2.272366815,2.52283754,2.346293235,2.425271859,2.07617173,2.508077037,78.86343565
NFP,4.81,5.09,0.28,208.1318872,14.13063171,229.9133932,205.5547528,-81.94129713,38.55577995,-165.1040584,2.610410082,0.14,0.25,-0.276198129,0.000901586,0.293344671,0.100241623,726.962009,258.0833918,132.7443236,0.799955346,-51.99587753,-69.02382803,-81.6229517,-33.31298649,13.23167624,22.63647915,-14.62921979,-25.55803512,-17.98361788,10.40695419,7.052829062,3.632206898,2.572567002,3.081501964,3.000870001,3.929690331,3.782166661,2.074843763,1.820076633,2.050055071,2.092486118,1.283816814,55.94403252
FP,5.34,5.84,0.5,224.9168165,5.607591454,232.4698922,222.3324422,-4.592168634,6.661821703,-1.159619251,0.863888952,0.25,0,-0.347935639,0.007548111,0.508900227,0.254465886,863.17591,282.7201247,83.10055276,0.145337858,-14.86903915,-49.32467367,-114.7691672,-80.60469405,-29.25375556,-14.04676009,-3.825350349,-3.371804636,-20.83732389,9.030702209,4.877363229,3.370509846,6.742848445,4.04228397,2.158989658,2.172805174,1.661547866,1.09046422,2.234489468,1.533187882,1.271139025,1.043177521,23.57834701
NFP,6.73,6.9,0.17,254.5927171,16.48154924,275.2147926,265.2149336,-55.75635476,9.088124164,-42.20979438,1.46385722,0.23,0.15,-0.116589403,1.27E-05,0.184455782,0.051039436,537.4459267,149.0874635,131.0175879,46.24900065,-4.429721434,-24.68509091,-33.19851727,-14.07916752,-18.9488927,-30.13861804,-56.23494043,-46.33775298,-34.40258128,12.49613298,8.745448463,5.26873609,1.98870076,4.310804766,5.607721213,5.316991308,3.175223377,2.361625546,2.519515265,2.787977026,1.816490831,1.258976482,33.35835346
NFP,7.21,7.37,0.16,211.3575853,17.21949729,231.0975541,216.0069971,-121.1785951,15.57830245,-84.67515651,2.546629399,0.14,0.16,-0.068685819,0.000114891,0.175566893,0.056088816,781.906765,206.8442412,99.22977909,86.8633198,10.96245705,-18.2979464,-79.95573292,-65.00662174,-28.06983268,0.237863601,-16.46813259,-17.47494588,-28.64901127,11.96741501,14.08213183,8.277185732,8.653521214,6.30946109,5.609402605,6.37723417,6.095296164,2.895919036,2.660431042,3.072152572,3.829561892,1.615853878,52.25590788
NFP,7.74,8.24,0.5,239.0424825,20.78823415,262.9820598,209.8654203,-82.79157832,176.7547395,-185.3267928,3.248938493,0.14,0,0.334596616,0.040158329,0.987975098,0.235392239,826.8189011,218.2848777,87.47661654,60.93533772,-26.70989359,-47.92387148,-71.46600663,-42.17617935,-37.11441616,-14.58596349,-28.24734723,-5.672627973,-12.57597649,8.456681443,11.57027506,6.978038608,5.395347764,3.804089954,3.541323722,3.202345616,2.344014917,1.911370988,2.740967848,2.244806088,1.651010765,1.869718915,104.0117621
NFP,7.84,8.34,0.5,229.0085709,24.3529077,262.4365091,209.6756609,-162.3190853,81.50881763,-157.0257123,2.272211322,0,0,1.43538975,0.016902663,0.836779375,0.272348629,817.4414767,229.6331588,104.3391694,59.15718855,-38.52845426,-59.03401504,-71.53583838,-39.16136803,-32.28258188,-8.410321263,-20.78245258,-1.321697909,-12.4210627,7.237136067,12.0206516,7.19604634,5.50761393,4.165409274,4.298311014,2.828108571,2.115557848,2.335494658,2.972429114,2.631295824,1.588387088,1.865095233,58.68597286
NFP,7.94,8.44,0.5,227.9733984,21.62918167,260.2898815,209.6756609,-52.52905952,251.0483229,-21.80374927,2.610741539,0,0,0.576329577,0.038603389,0.816209388,0.294258948,812.1176513,290.3678527,139.541611,30.81054873,-40.02396994,-83.52966262,-85.84015652,-43.96258144,-20.30555492,-4.265448709,-14.97839632,-8.193486139,-14.44566378,6.758133046,3.364713757,2.916713239,4.028535959,4.134145378,2.89698866,1.556792816,1.358272186,2.561087853,3.042694471,2.3441623,2.061659751,1.779886492,30.58384383
NFP,9.26,9.76,0.5,220.7156021,6.126589753,227.6683533,213.4607324,-21.77785908,6.707367566,-25.92542244,0.774606464,0.74,0,0.623388759,0.051412233,1.326295767,0.289527357,916.2739455,302.8325448,81.34941369,14.94728664,3.171769036,-10.80095085,-86.73697693,-84.0589857,-32.96800401,-11.64537113,1.110772314,10.88099153,-30.60098328,12.79271237,5.89690643,5.914358369,7.785582634,4.328442916,2.262538512,2.429858157,1.979076764,1.5985106,1.647843213,1.885729796,2.185931313,1.333762521,20.44001768
NFP,9.36,9.86,0.5,220.2302075,5.835143834,227.276921,213.4607324,-10.43903401,10.96718523,-23.29498643,0.863245657,0,0,0.00761147,0.086434295,1.354215493,0.294020598,940.1282733,296.924936,57.96565735,7.694645377,-8.349946972,-20.08888664,-81.29423382,-66.92049498,-21.36258362,-6.305415507,-3.522137514,8.882441198,-24.85940162,12.17923846,7.117993647,6.592683668,7.753401346,4.587436198,3.092873995,2.582410568,3.664044186,2.878116437,1.901646051,2.030561378,2.195811309,1.702401864,18.88646368
